id,x,y,true_label,typology,kmeans_cluster,kmeans_matched
738,-29.014706,15.0789995,0,t1,5,0
739,-44.1831,-2.3175852,2,t3,1,2
740,-39.998573,-7.026358,2,t3,1,2
741,-5.8943086,-9.663359,3,t4,2,3
742,2.1213503,42.940323,1,t2,4,1
743,-36.40505,23.158085,0,t1,5,0
744,4.5564013,-13.560592,3,t4,2,3
745,8.885128,-36.077442,7,t8,6,7
746,-30.069304,17.859642,0,t1,5,0
747,-33.894386,-10.994353,2,t3,1,2
748,-0.7286439,42.768444,1,t2,4,1
749,11.384557,-30.079899,7,t8,6,7
750,-22.602266,19.505068,0,t1,5,0
751,-13.698455,-29.082674,6,t7,3,6
752,-6.540165,-10.213257,3,t4,2,3
753,-4.6884594,3.0502808,3,t4,2,3
754,16.114506,-37.50766,7,t8,6,7
755,1.4852743,44.70025,1,t2,4,1
756,34.821777,19.857492,4,t5,7,4
757,-38.206398,-8.5544615,2,t3,1,2
758,45.920403,-11.295839,5,t6,0,5
759,-29.219934,15.029052,0,t1,5,0
760,5.4610076,-35.035152,7,t8,6,7
761,-24.540112,15.760218,0,t1,5,0
762,32.198982,-10.66492,5,t6,0,5
763,5.0258193,-14.309401,3,t4,2,3
764,23.223827,-11.181762,5,t6,0,5
765,-29.280737,15.473828,0,t1,5,0
766,-36.648727,21.878958,0,t1,5,0
767,8.750461,-25.19077,7,t8,6,7
768,5.3482456,-33.826534,7,t8,6,7
769,19.568853,-37.26201,7,t8,6,7
770,-43.88337,-5.9960136,2,t3,1,2
771,11.875007,35.307247,1,t2,4,1
772,-25.195759,15.1377,0,t1,5,0
773,0.8700369,14.272911,3,t4,2,3
774,46.23433,-11.124842,5,t6,0,5
775,-11.268248,-20.20548,6,t7,3,6
776,9.788333,33.74405,1,t2,4,1
777,36.710495,11.9851675,4,t5,7,4
778,-6.484849,-13.984733,3,t4,2,3
779,-43.919666,-7.354169,2,t3,1,2
780,-19.98586,-30.878233,6,t7,3,6
781,6.732524,-35.549473,7,t8,6,7
782,45.1949,-11.292431,5,t6,0,5
783,19.179264,-1.9176489,5,t6,0,5
784,-33.564796,-14.233066,6,t7,1,2
785,10.5421505,-31.666243,7,t8,6,7
786,-20.27624,21.29407,0,t1,5,0
787,33.42487,-11.823901,5,t6,0,5
788,-2.9382775,7.3001275,3,t4,2,3
789,13.334463,32.157238,1,t2,4,1
790,30.601088,23.203547,4,t5,7,4
791,0.0037924065,42.60288,1,t2,4,1
792,-4.868637,-3.0550895,7,t8,2,3
793,45.39895,-10.814399,5,t6,0,5
794,10.06388,-32.396996,7,t8,6,7
795,-41.64989,0.7721126,2,t3,1,2
796,-36.703518,22.243622,0,t1,5,0
797,-15.854799,-29.873604,6,t7,3,6
798,8.768162,-25.211237,7,t8,6,7
799,-34.17974,-8.739307,2,t3,1,2
800,6.2514725,-35.832798,7,t8,6,7
801,-43.841515,-8.765561,2,t3,1,2
802,-24.360085,16.121399,0,t1,5,0
803,23.626375,-11.776101,5,t6,0,5
804,7.0567636,39.83029,1,t2,4,1
805,30.248074,23.774641,4,t5,7,4
806,39.38943,8.901219,4,t5,7,4
807,1.7016759,39.50745,1,t2,4,1
808,24.158352,-8.642775,5,t6,0,5
809,-19.2828,-29.031948,6,t7,3,6
810,0.41706428,13.952066,3,t4,2,3
811,-21.334524,22.370895,0,t1,5,0
812,-37.592857,19.847065,0,t1,5,0
813,34.152615,16.871925,4,t5,7,4
814,-20.967714,20.709501,0,t1,5,0
815,-12.548539,-22.06429,6,t7,3,6
816,-2.1942556,4.2219043,3,t4,2,3
817,21.552063,18.013025,1,t2,7,4
818,3.7427104,-13.560077,3,t4,2,3
819,-24.68823,22.787077,0,t1,5,0
820,-38.106915,-7.5468726,2,t3,1,2
821,21.34507,24.056862,4,t5,7,4
822,-20.937271,20.362999,0,t1,5,0
823,8.321914,-25.639717,7,t8,6,7
824,1.1490958,12.179132,3,t4,2,3
825,19.158186,26.261946,4,t5,7,4
826,-17.03372,-33.979588,6,t7,3,6
827,-20.981646,21.364275,0,t1,5,0
828,38.119267,7.819474,4,t5,7,4
829,-24.512747,21.622545,0,t1,5,0
830,-1.3078686,-5.2512436,3,t4,2,3
831,-5.008881,-3.369179,7,t8,2,3
832,33.40729,-13.851809,5,t6,0,5
833,5.8161535,-34.164574,7,t8,6,7
834,-0.82408077,41.988262,1,t2,4,1
835,6.482599,-29.456993,7,t8,6,7
836,-23.653658,17.767094,0,t1,5,0
837,-43.80583,-3.4452574,2,t3,1,2
838,-24.939047,16.739138,0,t1,5,0
839,11.33064,-32.029037,7,t8,6,7
840,10.024761,-32.36201,7,t8,6,7
841,-4.7654004,2.9525304,3,t4,2,3
842,-43.875275,-5.1231475,2,t3,1,2
843,-0.05885865,16.812819,3,t4,2,3
844,16.03681,30.03479,1,t2,4,1
845,-0.96274114,16.734673,3,t4,2,3
846,-0.24441527,17.089848,3,t4,2,3
847,37.000263,15.892813,4,t5,7,4
848,0.35206366,10.339029,7,t8,2,3
849,-18.175407,-31.42281,6,t7,3,6
850,-6.2583365,-9.707239,3,t4,2,3
851,17.508154,-36.665833,7,t8,6,7
852,38.500324,8.380092,4,t5,7,4
853,-41.3154,4.4200177,2,t3,1,2
854,11.930774,35.304825,1,t2,4,1
855,-29.210222,15.73987,0,t1,5,0
856,5.158791,-34.735195,7,t8,6,7
857,-24.67931,15.147852,0,t1,5,0
858,-15.1854725,-28.402142,6,t7,3,6
859,-18.333553,-28.990585,6,t7,3,6
860,21.53185,21.887785,4,t5,7,4
861,1.9812686,39.181835,1,t2,4,1
862,20.994621,-0.7606801,5,t6,0,5
863,-15.242441,-28.446318,6,t7,3,6
864,-40.07445,-6.8203745,2,t3,1,2
865,-1.4853715,13.512765,3,t4,2,3
866,-43.76164,-9.526525,2,t3,1,2
867,-12.540116,-22.006931,6,t7,3,6
868,10.10759,-32.316555,7,t8,6,7
869,-34.11729,-8.369724,2,t3,1,2
870,18.89267,-2.0748901,5,t6,0,5
871,-44.996147,-0.14053042,2,t3,1,2
872,-37.782864,-10.240851,2,t3,1,2
873,28.767488,-12.811437,5,t6,0,5
874,5.6506977,-29.42949,7,t8,6,7
875,-24.821495,16.471445,0,t1,5,0
876,16.152905,-37.45826,7,t8,6,7
877,-19.6554,-28.897068,6,t7,3,6
878,2.1111636,43.616238,1,t2,4,1
879,15.569678,31.34213,1,t2,4,1
880,33.155613,17.219448,4,t5,7,4
881,38.923965,8.20789,4,t5,7,4
882,-1.2124568,42.132977,1,t2,4,1
883,30.485418,23.669317,4,t5,7,4
884,33.47113,-14.287343,5,t6,0,5
885,-24.47157,21.561575,0,t1,5,0
886,-33.560055,-11.283769,2,t3,1,2
887,5.72215,-34.421947,7,t8,6,7
888,-0.3205466,17.153252,3,t4,2,3
889,0.30361658,12.926635,3,t4,2,3
890,18.682413,26.29992,4,t5,7,4
891,20.894693,23.534805,4,t5,7,4
892,23.473204,-9.105353,5,t6,0,5
893,2.2916038,38.712765,1,t2,4,1
894,18.179548,-36.910034,7,t8,6,7
895,2.8109593,39.826206,1,t2,4,1
896,-44.848186,0.4598231,2,t3,1,2
897,-6.3832445,-9.399896,3,t4,2,3
898,18.133295,-36.32846,7,t8,6,7
899,18.525782,-1.9830772,5,t6,0,5
900,-10.552927,-19.346706,6,t7,3,6
901,-0.46757933,14.24575,3,t4,2,3
902,-43.74732,-9.852799,2,t3,1,2
903,-41.650208,4.505773,2,t3,1,2
904,-22.589176,17.708391,0,t1,5,0
905,28.93579,-13.1133795,5,t6,0,5
906,19.213537,-2.0164135,5,t6,0,5
907,-15.413206,-32.469543,6,t7,3,6
908,-6.1838427,2.60418,3,t4,2,3
909,16.040428,-37.394215,7,t8,6,7
910,-38.741894,-7.502486,2,t3,1,2
911,-32.053032,-14.794949,6,t7,1,2
912,-14.335917,-29.345854,6,t7,3,6
913,-4.345207,-5.398781,3,t4,2,3
914,-0.4629205,-5.7024403,3,t4,2,3
915,27.49466,-12.649554,5,t6,0,5
916,-10.946912,-19.655886,6,t7,3,6
917,38.09203,8.087066,4,t5,7,4
918,17.620316,26.145954,4,t5,7,4
919,16.41794,-36.47671,7,t8,6,7
920,8.028941,-25.177088,7,t8,6,7
921,-34.246586,-6.9683514,2,t3,1,2
922,-4.3740597,4.27468,3,t4,2,3
923,9.31637,-35.73998,7,t8,6,7
924,5.9179435,-29.806913,7,t8,6,7
925,33.669388,-11.948634,5,t6,0,5
926,-14.91927,-28.48646,6,t7,3,6
927,-21.783382,20.340612,0,t1,5,0
928,32.854336,-14.9327135,5,t6,0,5
929,1.7459885,43.185932,1,t2,4,1
930,-4.8529215,2.782955,3,t4,2,3
931,38.715103,9.44296,4,t5,7,4
932,-29.486074,-14.302565,6,t7,3,6
933,4.595344,-14.148332,3,t4,2,3
934,-12.559641,-21.992315,6,t7,3,6
935,8.227903,-35.711704,7,t8,6,7
936,35.15832,20.06675,4,t5,7,4
937,37.239567,-13.942741,5,t6,0,5
938,-40.546906,4.1238647,2,t3,1,2
939,-17.435665,-34.685555,6,t7,3,6
940,23.27351,-11.2716255,5,t6,0,5
941,20.382437,21.480791,4,t5,7,4
942,-41.72397,4.2858334,2,t3,1,2
943,-1.1452427,42.16039,1,t2,4,1
944,22.899761,-8.800412,5,t6,0,5
945,-44.165215,-0.29006073,2,t3,1,2
946,-44.17176,-5.7566996,2,t3,1,2
947,36.32879,18.007866,4,t5,7,4
948,1.3297246,45.038418,1,t2,4,1
949,-4.0061975,5.3359437,3,t4,2,3
950,3.6615217,-13.73959,3,t4,2,3
951,42.036785,-7.861939,5,t6,0,5
952,13.781262,32.71886,1,t2,4,1
953,17.99365,28.401392,4,t5,4,1
954,-6.823556,-9.1806345,3,t4,2,3
955,-22.178068,20.368225,0,t1,5,0
956,0.89723086,14.022197,3,t4,2,3
957,-16.313313,-33.630177,6,t7,3,6
958,1.7497,45.122166,1,t2,4,1
959,-20.150364,22.301428,0,t1,5,0
960,-10.738828,-20.067404,6,t7,3,6
961,-40.283566,-10.435862,2,t3,1,2
962,18.700779,-38.15247,7,t8,6,7
963,32.408176,-11.612438,5,t6,0,5
964,39.298798,-12.483058,5,t6,0,5
965,-39.942436,-4.5170627,2,t3,1,2
966,-5.361369,-2.7021313,7,t8,2,3
967,11.306371,35.904896,1,t2,4,1
968,-40.503098,0.21736301,2,t3,1,2
969,-37.381584,20.930965,0,t1,5,0
970,31.968147,-11.898652,5,t6,0,5
971,-29.383907,15.035358,0,t1,5,0
972,10.330983,-31.99057,7,t8,6,7
973,35.181778,20.149364,4,t5,7,4
974,1.1918881,45.37527,1,t2,4,1
975,35.849,11.574114,4,t5,7,4
976,-1.4601858,11.382924,7,t8,2,3
977,5.6600537,-34.3164,7,t8,6,7
978,1.1022474,11.33251,3,t4,2,3
979,-33.88974,-10.834043,2,t3,1,2
980,32.926643,-11.915376,5,t6,0,5
981,11.892781,33.45841,1,t2,4,1
982,-12.536386,-21.98943,6,t7,3,6
983,-1.5161892,-5.9929214,3,t4,2,3
984,-23.44491,15.983696,0,t1,5,0
985,-36.731766,22.716946,0,t1,5,0
986,-24.800352,14.508844,0,t1,5,0
987,-20.961397,22.52853,0,t1,5,0
988,20.180176,26.481777,4,t5,7,4
989,4.236669,-13.096262,3,t4,2,3
990,40.189888,-12.855704,5,t6,0,5
991,-0.68165255,-4.9406796,3,t4,2,3
992,-44.48943,-5.4821544,2,t3,1,2
993,37.587162,7.567762,4,t5,7,4
994,-7.0202556,-13.970146,3,t4,2,3
995,5.8636103,-29.836128,7,t8,6,7
996,19.49509,25.970596,4,t5,7,4
997,-44.278618,-9.605636,2,t3,1,2
998,-20.845352,20.647186,0,t1,5,0
999,-20.411705,-30.423834,6,t7,3,6
1000,-30.955141,20.58392,0,t1,5,0
1001,-21.314249,21.173464,0,t1,5,0
1002,-33.798912,-10.973771,2,t3,1,2
1003,-32.316082,-14.242409,6,t7,3,6
1004,29.303215,-13.6751995,5,t6,0,5
1005,-0.5966849,15.377512,3,t4,2,3
1006,11.700523,36.10194,1,t2,4,1
1007,14.119744,32.409798,1,t2,4,1
1008,-23.752693,16.317583,0,t1,5,0
1009,19.254684,-1.1044636,5,t6,0,5
1010,39.624874,-13.582593,5,t6,0,5
1011,38.63176,10.1453905,4,t5,7,4
1012,-38.313187,-7.731718,2,t3,1,2
1013,19.087864,23.38294,4,t5,7,4
1014,-0.030903297,42.62254,1,t2,4,1
1015,23.962992,-8.583357,5,t6,0,5
1016,39.20398,-12.943539,5,t6,0,5
1017,18.67306,-2.6365042,5,t6,0,5
1018,-41.787155,2.1511233,2,t3,1,2
1019,10.145403,-32.251568,7,t8,6,7
1020,-31.839157,-13.840376,6,t7,3,6
1021,38.561253,9.596878,4,t5,7,4
1022,0.16868329,14.259216,3,t4,2,3
1023,19.908175,26.502487,4,t5,7,4
1024,0.6799335,44.132645,1,t2,4,1
1025,-6.601494,-10.323491,3,t4,2,3
1026,6.0977325,-34.964314,7,t8,6,7
1027,15.2708025,30.99505,1,t2,4,1
1028,-30.391424,-14.138352,6,t7,3,6
1029,15.839633,30.140144,1,t2,4,1
1030,21.259232,-1.8063759,5,t6,0,5
1031,-1.4856952,-5.9915533,3,t4,2,3
1032,3.7420626,-14.0999155,3,t4,2,3
1033,0.84602153,14.187935,3,t4,2,3
1034,46.304474,-11.213441,5,t6,0,5
1035,38.939148,-13.315615,5,t6,0,5
1036,22.798395,-8.754189,5,t6,0,5
1037,3.6517985,-14.185843,3,t4,2,3
1038,-2.9019957,4.7743373,3,t4,2,3
1039,-12.472824,-21.92111,6,t7,3,6
1040,14.695593,32.931133,1,t2,4,1
1041,-24.621294,14.520333,0,t1,5,0
1042,-29.308788,-14.375818,6,t7,3,6
1043,-1.6346458,11.667305,7,t8,2,3
1044,32.98076,-13.197238,5,t6,0,5
1045,0.40116698,45.001175,1,t2,4,1
1046,-42.25718,0.9009347,2,t3,1,2
1047,-0.54834926,10.687859,7,t8,2,3
1048,-40.23029,-6.2790794,2,t3,1,2
1049,19.48491,22.039927,4,t5,7,4
1050,-42.931335,-2.2384276,2,t3,1,2
1051,21.33076,-0.6674918,5,t6,0,5
1052,-45.85655,-0.3717652,2,t3,1,2
1053,-16.905193,-34.23087,6,t7,3,6
1054,-31.015284,20.162998,0,t1,5,0
1055,-3.9831433,-3.3928256,3,t4,2,3
1056,-13.309779,-29.325035,6,t7,3,6
1057,22.945786,-8.553255,5,t6,0,5
1058,20.932945,-1.4515326,5,t6,0,5
1059,45.296665,-10.777333,5,t6,0,5
1060,-6.33059,3.5574684,3,t4,2,3
1061,-42.233364,0.9706383,2,t3,1,2
1062,14.635436,33.993797,1,t2,4,1
1063,-2.4703488,4.673123,3,t4,2,3
1064,-14.365986,-31.940306,6,t7,3,6
1065,-0.20764138,13.570006,3,t4,2,3
1066,-43.841686,-10.3641815,2,t3,1,2
1067,6.4012995,40.017445,1,t2,4,1
1068,-9.985545,-18.53491,6,t7,3,6
1069,21.245691,23.9172,4,t5,7,4
1070,39.661472,-12.674547,5,t6,0,5
1071,33.22583,-13.235514,5,t6,0,5
1072,-20.469543,23.558126,0,t1,5,0
1073,-32.52418,-14.498932,6,t7,3,6
1074,30.69739,-14.50156,5,t6,0,5
1075,33.138195,-12.599357,5,t6,0,5
1076,-7.0378246,-9.710886,3,t4,2,3
1077,9.845514,33.960793,1,t2,4,1
1078,-43.623215,-8.982489,2,t3,1,2
1079,9.749059,33.680912,1,t2,4,1
1080,39.447918,-13.428339,5,t6,0,5
1081,-5.0426464,-2.0375164,7,t8,2,3
1082,-16.519455,-33.12406,6,t7,3,6
1083,-17.067884,-33.7122,6,t7,3,6
1084,-43.37858,-10.43519,2,t3,1,2
1085,7.9284496,-36.3331,7,t8,6,7
1086,32.33196,-11.232874,5,t6,0,5
1087,-31.444067,-14.002534,6,t7,3,6
1088,-37.07097,22.053713,0,t1,5,0
1089,-6.5277967,2.7275026,3,t4,2,3
1090,-5.7716017,2.280194,3,t4,2,3
1091,20.685497,-1.3602486,5,t6,0,5
1092,36.375042,17.869673,4,t5,7,4
1093,39.737076,-12.794907,5,t6,0,5
1094,45.905403,-10.639212,5,t6,0,5
1095,45.682835,-10.833159,5,t6,0,5
1096,16.196428,-36.073982,7,t8,6,7
1097,37.571835,7.4674416,4,t5,7,4
1098,-18.264978,-32.667187,6,t7,3,6
1099,45.366776,-11.187373,5,t6,0,5
1100,13.022684,32.292744,1,t2,4,1
1101,19.129623,22.371225,4,t5,7,4
1102,23.91702,-8.783639,5,t6,0,5
1103,-30.497133,17.910425,0,t1,5,0
1104,-45.97354,-0.122132085,2,t3,1,2
1105,42.22977,-7.3383765,5,t6,0,5
1106,23.862371,-9.020565,5,t6,0,5
1107,34.02348,-12.78618,5,t6,0,5
1108,-0.19342732,11.268486,7,t8,2,3
1109,-19.431654,-31.99962,6,t7,3,6
1110,35.833218,18.467394,4,t5,7,4
1111,-44.301685,-1.4906315,2,t3,1,2
1112,-41.99428,1.6156508,2,t3,1,2
1113,18.09567,-36.122223,7,t8,6,7
1114,22.882658,-8.830072,5,t6,0,5
1115,7.6550097,-25.81909,7,t8,6,7
1116,11.5578165,-31.928526,7,t8,6,7
1117,-0.8969954,42.058212,1,t2,4,1
1118,6.041104,-29.774515,7,t8,6,7
1119,-19.817654,-30.706528,6,t7,3,6
1120,-37.623993,19.805162,0,t1,5,0
1121,16.185215,29.888727,1,t2,4,1
1122,-29.616323,14.982025,0,t1,5,0
1123,37.14856,15.584148,4,t5,7,4
1124,-36.894157,22.140785,0,t1,5,0
1125,-20.445913,20.86329,0,t1,5,0
1126,37.04767,7.870013,4,t5,7,4
1127,45.70065,-11.773,5,t6,0,5
1128,38.06341,10.147298,4,t5,7,4
1129,0.94446653,45.306736,1,t2,4,1
1130,-21.07392,21.08944,0,t1,5,0
1131,4.126122,-14.087719,3,t4,2,3
1132,-15.183533,-28.85282,6,t7,3,6
1133,8.6996975,-36.165543,7,t8,6,7
1134,-37.053432,22.010853,0,t1,5,0
1135,1.8359494,42.973137,1,t2,4,1
1136,34.487183,19.265413,4,t5,7,4
1137,21.171198,-0.67889,5,t6,0,5
1138,30.046717,23.208982,4,t5,7,4
1139,18.907791,-36.823517,7,t8,6,7
1140,19.167187,-1.8042547,5,t6,0,5
1141,39.935886,-13.145165,5,t6,0,5
1142,-0.584913,42.67549,1,t2,4,1
1143,18.696527,-2.5362725,5,t6,0,5
1144,-10.501046,-19.362104,6,t7,3,6
1145,32.19804,-12.037331,5,t6,0,5
1146,37.220974,7.9481444,4,t5,7,4
1147,42.389725,-7.4911265,5,t6,0,5
1148,-5.800104,2.3713593,3,t4,2,3
1149,42.485004,-7.223238,5,t6,0,5
1150,5.1677175,-35.0289,7,t8,6,7
1151,38.74519,-12.96074,5,t6,0,5
1152,-20.0767,21.80677,0,t1,5,0
1153,2.4993396,39.024025,1,t2,4,1
1154,33.071716,-11.407159,5,t6,0,5
1155,11.201582,-31.646486,7,t8,6,7
1156,6.7118964,-29.409883,7,t8,6,7
1157,30.448713,23.23573,4,t5,7,4
1158,-21.263407,23.599165,0,t1,5,0
1159,1.7861613,45.258972,1,t2,4,1
1160,-30.649944,-14.102007,6,t7,3,6
1161,-29.630512,14.50495,0,t1,5,0
1162,-6.2510567,-14.119835,3,t4,2,3
1163,21.506374,-1.9605407,5,t6,0,5
1164,-0.9173267,-5.4966145,3,t4,2,3
1165,20.066599,26.539356,4,t5,7,4
1166,0.19004834,14.055616,3,t4,2,3
1167,-6.039478,-9.9949,3,t4,2,3
1168,37.340836,7.871328,4,t5,7,4
1169,12.696703,34.88858,1,t2,4,1
1170,16.71169,-36.575176,7,t8,6,7
1171,12.719633,35.544617,1,t2,4,1
1172,-36.96196,22.507355,0,t1,5,0
1173,-34.232334,-7.6086283,2,t3,1,2
1174,32.287067,-12.653914,5,t6,0,5
1175,-34.34744,-10.515029,2,t3,1,2
1176,-5.556475,-3.0070531,7,t8,2,3
1177,36.764137,12.096467,4,t5,7,4
1178,1.3864833,45.01435,1,t2,4,1
1179,-36.33058,22.502153,0,t1,5,0
1180,-24.317308,21.194712,0,t1,5,0
1181,-18.214201,-32.37497,6,t7,3,6
1182,-15.260161,-28.32434,6,t7,3,6
1183,15.005305,33.352245,1,t2,4,1
1184,4.455118,-14.4814205,3,t4,2,3
1185,-30.757488,18.393282,0,t1,5,0
1186,-23.992655,17.519388,0,t1,5,0
1187,4.2451696,-14.221361,3,t4,2,3
1188,19.1994,26.279736,4,t5,7,4
1189,-7.0718966,-8.82858,3,t4,2,3
1190,29.131336,-13.41253,5,t6,0,5
1191,-4.5859313,-5.576697,3,t4,2,3
1192,-43.739433,-10.194029,2,t3,1,2
1193,36.26531,17.532755,4,t5,7,4
1194,-6.4377284,-13.791162,3,t4,2,3
1195,-14.890063,-32.9042,6,t7,3,6
1196,19.291218,26.146648,4,t5,7,4
1197,-34.199684,-7.7572975,2,t3,1,2
1198,-2.8385928,7.467308,3,t4,2,3
1199,-0.66370887,42.655083,1,t2,4,1
1200,-16.918098,-32.753757,6,t7,3,6
1201,-37.78529,-9.974539,2,t3,1,2
1202,45.965755,-10.707142,5,t6,0,5
1203,29.139643,-13.056614,5,t6,0,5
1204,-13.641278,-29.758621,6,t7,3,6
1205,-43.72849,-3.0133612,2,t3,1,2
1206,7.962026,-36.361496,7,t8,6,7
