typology,curve,candidate_frame,window_start,window_end
b3,curve_09,14,11,17
b3,curve_09,22,19,25
b3,curve_09,23,20,26
b3,curve_09,24,21,27
b3,curve_09,33,30,36
b3,curve_09,34,31,37
b3,curve_09,35,32,38
b3,curve_09,36,33,39
b3,curve_09,37,34,40
b3,curve_09,38,35,41
b3,curve_09,39,36,42
b3,curve_10,11,8,14
b3,curve_10,12,9,15
b3,curve_10,13,10,16
b3,curve_10,22,19,25
b3,curve_10,23,20,26
b3,curve_10,24,21,27
b3,curve_10,34,31,37
b3,curve_10,35,32,38
b3,curve_10,36,33,39
b3,curve_10,37,34,40
b3,curve_10,38,35,41
b3,curve_10,39,36,42
b3,curve_10,40,37,43
b3,curve_11,11,8,14
b3,curve_11,12,9,15
b3,curve_11,13,10,16
b3,curve_11,14,11,17
b3,curve_11,23,20,26
b3,curve_11,24,21,27
b3,curve_11,34,31,37
b3,curve_11,35,32,38
b3,curve_11,36,33,39
b3,curve_11,37,34,40
b3,curve_11,38,35,41
b3,curve_11,39,36,42
b3,curve_11,40,37,43
b3,curve_12,11,8,14
b3,curve_12,12,9,15
b3,curve_12,13,10,16
b3,curve_12,22,19,25
b3,curve_12,23,20,26
b3,curve_12,24,21,27
b3,curve_12,37,34,40
b3,curve_12,38,35,41
b3,curve_12,39,36,42
b3,curve_12,40,37,43
b3,curve_13,12,9,15
b3,curve_13,13,10,16
b3,curve_13,22,19,25
b3,curve_13,23,20,26
b3,curve_13,24,21,27
b3,curve_13,34,31,37
b3,curve_13,35,32,38
b3,curve_13,36,33,39
b3,curve_13,37,34,40
b3,curve_13,38,35,41
b3,curve_13,39,36,42
b3,curve_13,44,41,47
b3,curve_13,45,42,48
b3,curve_13,46,43,49
b3,curve_14,12,9,15
b3,curve_14,13,10,16
b3,curve_14,14,11,17
b3,curve_14,23,20,26
b3,curve_14,24,21,27
b3,curve_14,37,34,40
b3,curve_14,38,35,41
b3,curve_14,39,36,42
b3,curve_15,11,8,14
b3,curve_15,12,9,15
b3,curve_15,13,10,16
b3,curve_15,22,19,25
b3,curve_15,23,20,26
b3,curve_15,24,21,27
b3,curve_15,34,31,37
b3,curve_15,35,32,38
b3,curve_15,36,33,39
b3,curve_15,37,34,40
b3,curve_15,38,35,41
b3,curve_15,39,36,42
b3,curve_16,11,8,14
b3,curve_16,12,9,15
b3,curve_16,13,10,16
b3,curve_16,14,11,17
b3,curve_16,23,20,26
b3,curve_16,24,21,27
b3,curve_16,37,34,40
b3,curve_16,38,35,41
b3,curve_16,39,36,42
b3,curve_16,40,37,43
b3,curve_17,11,8,14
b3,curve_17,12,9,15
b3,curve_17,13,10,16
b3,curve_17,22,19,25
b3,curve_17,23,20,26
b3,curve_17,24,21,27
b3,curve_17,37,34,40
b3,curve_17,38,35,41
b3,curve_17,39,36,42
b3,curve_18,11,8,14
b3,curve_18,12,9,15
b3,curve_18,13,10,16
b3,curve_18,22,19,25
b3,curve_18,23,20,26
b3,curve_18,24,21,27
b3,curve_18,37,34,40
b3,curve_18,38,35,41
b3,curve_18,39,36,42
b3,curve_19,12,9,15
b3,curve_19,13,10,16
b3,curve_19,22,19,25
b3,curve_19,23,20,26
b3,curve_19,24,21,27
b3,curve_19,38,35,41
b3,curve_19,39,36,42
b3,curve_19,40,37,43
b3,curve_20,12,9,15
b3,curve_20,13,10,16
b3,curve_20,14,11,17
b3,curve_20,23,20,26
b3,curve_20,24,21,27
b3,curve_20,37,34,40
b3,curve_20,38,35,41
b3,curve_20,39,36,42
b3,curve_20,40,37,43
b3,curve_21,11,8,14
b3,curve_21,12,9,15
b3,curve_21,13,10,16
b3,curve_21,22,19,25
b3,curve_21,23,20,26
b3,curve_21,24,21,27
b3,curve_21,33,30,36
b3,curve_21,34,31,37
b3,curve_21,35,32,38
b3,curve_21,36,33,39
b3,curve_21,37,34,40
b3,curve_21,38,35,41
b3,curve_21,39,36,42
b3,curve_22,11,8,14
b3,curve_22,12,9,15
b3,curve_22,13,10,16
b3,curve_22,22,19,25
b3,curve_22,23,20,26
b3,curve_22,24,21,27
b3,curve_22,33,30,36
b3,curve_22,34,31,37
b3,curve_22,35,32,38
b3,curve_22,36,33,39
b3,curve_22,37,34,40
b3,curve_22,38,35,41
b3,curve_22,39,36,42
b3,curve_23,11,8,14
b3,curve_23,12,9,15
b3,curve_23,13,10,16
b3,curve_23,22,19,25
b3,curve_23,23,20,26
b3,curve_23,24,21,27
b3,curve_23,33,30,36
b3,curve_23,34,31,37
b3,curve_23,35,32,38
b3,curve_23,36,33,39
b3,curve_23,37,34,40
b3,curve_23,38,35,41
b3,curve_23,43,40,46
b3,curve_23,44,41,47
b3,curve_24,11,8,14
b3,curve_24,12,9,15
b3,curve_24,13,10,16
b3,curve_24,14,11,17
b3,curve_24,23,20,26
b3,curve_24,24,21,27
b3,curve_24,37,34,40
b3,curve_24,38,35,41
b3,curve_24,39,36,42
b3,curve_24,40,37,43
b3,curve_25,11,8,14
b3,curve_25,12,9,15
b3,curve_25,13,10,16
b3,curve_25,22,19,25
b3,curve_25,23,20,26
b3,curve_25,24,21,27
b3,curve_25,33,30,36
b3,curve_25,34,31,37
b3,curve_25,35,32,38
b3,curve_25,36,33,39
b3,curve_25,37,34,40
b3,curve_25,38,35,41
b3,curve_26,12,9,15
b3,curve_26,13,10,16
b3,curve_26,14,11,17
b3,curve_26,22,19,25
b3,curve_26,23,20,26
b3,curve_26,24,21,27
b3,curve_26,33,30,36
b3,curve_26,34,31,37
b3,curve_26,35,32,38
b3,curve_26,36,33,39
b3,curve_26,37,34,40
b3,curve_26,38,35,41
b3,curve_26,39,36,42
b3,curve_27,11,8,14
b3,curve_27,12,9,15
b3,curve_27,13,10,16
b3,curve_27,14,11,17
b3,curve_27,23,20,26
b3,curve_27,24,21,27
b3,curve_27,37,34,40
b3,curve_27,38,35,41
b3,curve_27,39,36,42
b3,curve_28,11,8,14
b3,curve_28,12,9,15
b3,curve_28,13,10,16
b3,curve_28,14,11,17
b3,curve_28,23,20,26
b3,curve_28,24,21,27
b3,curve_28,34,31,37
b3,curve_28,35,32,38
b3,curve_28,36,33,39
b3,curve_28,37,34,40
b3,curve_28,38,35,41
b3,curve_28,39,36,42
b3,curve_29,11,8,14
b3,curve_29,12,9,15
b3,curve_29,13,10,16
b3,curve_29,14,11,17
b3,curve_29,22,19,25
b3,curve_29,23,20,26
b3,curve_29,24,21,27
b3,curve_29,37,34,40
b3,curve_29,38,35,41
b3,curve_29,39,36,42
b3,curve_29,40,37,43
b3,curve_30,11,8,14
b3,curve_30,12,9,15
b3,curve_30,13,10,16
b3,curve_30,22,19,25
b3,curve_30,23,20,26
b3,curve_30,24,21,27
b3,curve_30,33,30,36
b3,curve_30,34,31,37
b3,curve_30,35,32,38
b3,curve_30,36,33,39
b3,curve_30,37,34,40
b3,curve_30,38,35,41
b3,curve_30,39,36,42
b3,curve_31,12,9,15
b3,curve_31,13,10,16
b3,curve_31,14,11,17
b3,curve_31,23,20,26
b3,curve_31,24,21,27
b3,curve_31,37,34,40
b3,curve_31,38,35,41
b3,curve_31,39,36,42
b3,curve_32,11,8,14
b3,curve_32,12,9,15
b3,curve_32,13,10,16
b3,curve_32,22,19,25
b3,curve_32,23,20,26
b3,curve_32,24,21,27
b3,curve_32,34,31,37
b3,curve_32,35,32,38
b3,curve_32,36,33,39
b3,curve_32,37,34,40
b3,curve_32,38,35,41
b3,curve_32,39,36,42
b3,curve_33,11,8,14
b3,curve_33,12,9,15
b3,curve_33,13,10,16
b3,curve_33,14,11,17
b3,curve_33,22,19,25
b3,curve_33,23,20,26
b3,curve_33,24,21,27
b3,curve_33,33,30,36
b3,curve_33,34,31,37
b3,curve_33,35,32,38
b3,curve_33,36,33,39
b3,curve_33,37,34,40
b3,curve_33,38,35,41
b3,curve_34,11,8,14
b3,curve_34,12,9,15
b3,curve_34,22,19,25
b3,curve_34,23,20,26
b3,curve_34,24,21,27
b3,curve_34,37,34,40
b3,curve_34,38,35,41
b3,curve_34,39,36,42
b3,curve_35,11,8,14
b3,curve_35,12,9,15
b3,curve_35,13,10,16
b3,curve_35,22,19,25
b3,curve_35,23,20,26
b3,curve_35,24,21,27
b3,curve_35,33,30,36
b3,curve_35,34,31,37
b3,curve_35,35,32,38
b3,curve_35,36,33,39
b3,curve_35,37,34,40
b3,curve_35,38,35,41
b3,curve_35,39,36,42
b3,curve_35,44,41,47
b3,curve_35,45,42,48
b3,curve_36,11,8,14
b3,curve_36,12,9,15
b3,curve_36,13,10,16
b3,curve_36,14,11,17
b3,curve_36,22,19,25
b3,curve_36,23,20,26
b3,curve_36,33,30,36
b3,curve_36,34,31,37
b3,curve_36,35,32,38
b3,curve_36,36,33,39
b3,curve_36,37,34,40
b3,curve_36,38,35,41
b3,curve_36,39,36,42
b3,curve_36,40,37,43
b3,curve_37,11,8,14
b3,curve_37,12,9,15
b3,curve_37,13,10,16
b3,curve_37,14,11,17
b3,curve_37,22,19,25
b3,curve_37,23,20,26
b3,curve_37,24,21,27
b3,curve_37,33,30,36
b3,curve_37,34,31,37
b3,curve_37,35,32,38
b3,curve_37,36,33,39
b3,curve_37,37,34,40
b3,curve_37,38,35,41
b3,curve_37,39,36,42
b3,curve_38,11,8,14
b3,curve_38,12,9,15
b3,curve_38,13,10,16
b3,curve_38,14,11,17
b3,curve_38,23,20,26
b3,curve_38,24,21,27
b3,curve_38,34,31,37
b3,curve_38,35,32,38
b3,curve_38,36,33,39
b3,curve_38,37,34,40
b3,curve_38,38,35,41
b3,curve_38,39,36,42
b3,curve_39,11,8,14
b3,curve_39,12,9,15
b3,curve_39,13,10,16
b3,curve_39,14,11,17
b3,curve_39,23,20,26
b3,curve_39,24,21,27
b3,curve_39,33,30,36
b3,curve_39,34,31,37
b3,curve_39,35,32,38
b3,curve_39,36,33,39
b3,curve_39,37,34,40
b3,curve_39,38,35,41
b3,curve_39,39,36,42
b3,curve_39,43,40,46
b3,curve_39,44,41,47
b3,curve_39,45,42,48
b3,curve_40,12,9,15
b3,curve_40,13,10,16
b3,curve_40,14,11,17
b3,curve_40,23,20,26
b3,curve_40,24,21,27
b3,curve_40,33,30,36
b3,curve_40,34,31,37
b3,curve_40,35,32,38
b3,curve_40,36,33,39
b3,curve_40,37,34,40
b3,curve_40,38,35,41
b3,curve_40,39,36,42
b3,curve_41,11,8,14
b3,curve_41,12,9,15
b3,curve_41,13,10,16
b3,curve_41,14,11,17
b3,curve_41,22,19,25
b3,curve_41,23,20,26
b3,curve_41,24,21,27
b3,curve_41,33,30,36
b3,curve_41,34,31,37
b3,curve_41,35,32,38
b3,curve_41,36,33,39
b3,curve_41,37,34,40
b3,curve_41,38,35,41
b3,curve_42,11,8,14
b3,curve_42,12,9,15
b3,curve_42,13,10,16
b3,curve_42,14,11,17
b3,curve_42,22,19,25
b3,curve_42,23,20,26
b3,curve_42,24,21,27
b3,curve_42,34,31,37
b3,curve_42,35,32,38
b3,curve_42,36,33,39
b3,curve_42,37,34,40
b3,curve_42,38,35,41
b3,curve_42,39,36,42
b3,curve_43,11,8,14
b3,curve_43,12,9,15
b3,curve_43,13,10,16
b3,curve_43,14,11,17
b3,curve_43,23,20,26
b3,curve_43,24,21,27
b3,curve_43,37,34,40
b3,curve_43,38,35,41
b3,curve_43,39,36,42
b3,curve_43,40,37,43
b3,curve_44,12,9,15
b3,curve_44,13,10,16
b3,curve_44,22,19,25
b3,curve_44,23,20,26
b3,curve_44,24,21,27
b3,curve_44,34,31,37
b3,curve_44,35,32,38
b3,curve_44,36,33,39
b3,curve_44,37,34,40
b3,curve_44,38,35,41
b3,curve_44,39,36,42
b3,curve_45,12,9,15
b3,curve_45,13,10,16
b3,curve_45,22,19,25
b3,curve_45,23,20,26
b3,curve_45,24,21,27
b3,curve_45,33,30,36
b3,curve_45,34,31,37
b3,curve_45,35,32,38
b3,curve_45,36,33,39
b3,curve_45,37,34,40
b3,curve_45,38,35,41
b3,curve_45,39,36,42
b3,curve_46,11,8,14
b3,curve_46,12,9,15
b3,curve_46,13,10,16
b3,curve_46,14,11,17
b3,curve_46,23,20,26
b3,curve_46,24,21,27
b3,curve_46,37,34,40
b3,curve_46,38,35,41
b3,curve_46,39,36,42
b3,curve_47,11,8,14
b3,curve_47,12,9,15
b3,curve_47,13,10,16
b3,curve_47,22,19,25
b3,curve_47,23,20,26
b3,curve_47,24,21,27
b3,curve_47,37,34,40
b3,curve_47,38,35,41
b3,curve_47,39,36,42
b3,curve_48,11,8,14
b3,curve_48,12,9,15
b3,curve_48,13,10,16
b3,curve_48,22,19,25
b3,curve_48,23,20,26
b3,curve_48,24,21,27
b3,curve_48,37,34,40
b3,curve_48,38,35,41
b3,curve_48,39,36,42
b3,curve_49,11,8,14
b3,curve_49,12,9,15
b3,curve_49,13,10,16
b3,curve_49,22,19,25
b3,curve_49,23,20,26
b3,curve_49,24,21,27
b3,curve_49,33,30,36
b3,curve_49,34,31,37
b3,curve_49,35,32,38
b3,curve_49,36,33,39
b3,curve_49,37,34,40
b3,curve_49,38,35,41
b3,curve_49,39,36,42
b3,curve_50,11,8,14
b3,curve_50,12,9,15
b3,curve_50,13,10,16
b3,curve_50,14,11,17
b3,curve_50,23,20,26
b3,curve_50,24,21,27
b3,curve_50,34,31,37
b3,curve_50,35,32,38
b3,curve_50,36,33,39
b3,curve_50,37,34,40
b3,curve_50,38,35,41
b3,curve_50,39,36,42
b3,curve_50,40,37,43
b3,curve_52,13,10,16
b3,curve_52,14,11,17
b3,curve_52,15,12,18
b3,curve_52,33,30,36
b3,curve_52,34,31,37
b3,curve_52,35,32,38
b3,curve_52,36,33,39
b3,curve_52,38,35,41
b3,curve_52,39,36,42
b3,curve_52,40,37,43
b3,curve_52,49,46,52
b3,curve_52,50,47,53
b3,curve_52,51,48,54
b3,curve_53,14,11,17
b3,curve_53,15,12,18
b3,curve_53,16,13,19
b3,curve_53,38,35,41
b3,curve_53,39,36,42
b3,curve_53,40,37,43
b3,curve_53,41,38,44
b3,curve_53,43,40,46
b3,curve_53,44,41,47
b3,curve_53,55,52,58
b3,curve_53,56,53,59
b3,curve_53,57,54,60
b3,curve_54,14,11,17
b3,curve_54,15,12,18
b3,curve_54,16,13,19
b3,curve_54,34,31,37
b3,curve_54,35,32,38
b3,curve_54,36,33,39
b3,curve_54,37,34,40
b3,curve_54,38,35,41
b3,curve_54,39,36,42
b3,curve_54,40,37,43
b3,curve_54,41,38,44
b3,curve_54,54,51,57
b3,curve_55,13,10,16
b3,curve_55,14,11,17
b3,curve_55,15,12,18
b3,curve_55,38,35,41
b3,curve_55,39,36,42
b3,curve_55,40,37,43
b3,curve_55,43,40,46
b3,curve_55,44,41,47
b3,curve_55,45,42,48
b3,curve_55,58,55,61
b3,curve_55,59,56,62
b3,curve_56,14,11,17
b3,curve_56,15,12,18
b3,curve_56,16,13,19
b3,curve_56,34,31,37
b3,curve_56,35,32,38
b3,curve_56,36,33,39
b3,curve_56,38,35,41
b3,curve_56,39,36,42
b3,curve_56,40,37,43
b3,curve_56,55,52,58
b3,curve_56,56,53,59
b3,curve_56,57,54,60
b3,curve_57,14,11,17
b3,curve_57,15,12,18
b3,curve_57,16,13,19
b3,curve_57,37,34,40
b3,curve_57,38,35,41
b3,curve_57,39,36,42
b3,curve_57,40,37,43
b3,curve_57,42,39,45
b3,curve_57,43,40,46
b3,curve_57,44,41,47
b3,curve_57,59,56,62
b3,curve_57,60,57,63
b3,curve_57,68,65,71
b3,curve_57,69,66,72
b3,curve_58,14,11,17
b3,curve_58,15,12,18
b3,curve_58,16,13,19
b3,curve_58,34,31,37
b3,curve_58,35,32,38
b3,curve_58,36,33,39
b3,curve_58,37,34,40
b3,curve_58,38,35,41
b3,curve_58,39,36,42
b3,curve_58,40,37,43
b3,curve_58,41,38,44
b3,curve_58,55,52,58
b3,curve_58,56,53,59
b3,curve_58,57,54,60
b3,curve_59,13,10,16
b3,curve_59,14,11,17
b3,curve_59,15,12,18
b3,curve_59,34,31,37
b3,curve_59,35,32,38
b3,curve_59,36,33,39
b3,curve_59,38,35,41
b3,curve_59,39,36,42
b3,curve_59,40,37,43
b3,curve_59,60,57,63
b3,curve_59,61,58,64
b3,curve_59,62,59,65
b3,curve_60,14,11,17
b3,curve_60,15,12,18
b3,curve_60,16,13,19
b3,curve_60,39,36,42
b3,curve_60,40,37,43
b3,curve_60,41,38,44
b3,curve_60,44,41,47
b3,curve_60,45,42,48
b3,curve_60,46,43,49
b3,curve_60,54,51,57
b3,curve_60,55,52,58
b3,curve_60,56,53,59
b3,curve_60,57,54,60
b3,curve_61,13,10,16
b3,curve_61,14,11,17
b3,curve_61,15,12,18
b3,curve_61,38,35,41
b3,curve_61,39,36,42
b3,curve_61,40,37,43
b3,curve_61,43,40,46
b3,curve_61,44,41,47
b3,curve_61,63,60,66
b3,curve_61,64,61,67
b3,curve_61,65,62,68
b3,curve_62,14,11,17
b3,curve_62,15,12,18
b3,curve_62,16,13,19
b3,curve_62,34,31,37
b3,curve_62,35,32,38
b3,curve_62,36,33,39
b3,curve_62,37,34,40
b3,curve_62,38,35,41
b3,curve_62,39,36,42
b3,curve_62,40,37,43
b3,curve_62,41,38,44
b3,curve_62,57,54,60
b3,curve_62,58,55,61
b3,curve_62,64,61,67
b3,curve_62,65,62,67
b3,curve_63,14,11,17
b3,curve_63,15,12,18
b3,curve_63,16,13,19
b3,curve_63,38,35,41
b3,curve_63,39,36,42
b3,curve_63,40,37,43
b3,curve_63,43,40,46
b3,curve_63,44,41,47
b3,curve_63,45,42,48
b3,curve_63,54,51,57
b3,curve_63,55,52,58
b3,curve_64,14,11,17
b3,curve_64,15,12,18
b3,curve_64,16,13,19
b3,curve_64,34,31,37
b3,curve_64,35,32,38
b3,curve_64,36,33,39
b3,curve_64,39,36,42
b3,curve_64,40,37,43
b3,curve_64,41,38,44
b3,curve_64,55,52,58
b3,curve_64,56,53,59
b3,curve_64,57,54,60
b3,curve_65,14,11,17
b3,curve_65,15,12,18
b3,curve_65,16,13,19
b3,curve_65,39,36,42
b3,curve_65,40,37,43
b3,curve_65,41,38,44
b3,curve_65,44,41,47
b3,curve_65,45,42,48
b3,curve_65,60,57,63
b3,curve_65,61,58,64
b3,curve_65,62,59,65
b3,curve_65,70,67,73
b3,curve_65,71,68,74
b3,curve_66,13,10,16
b3,curve_66,14,11,17
b3,curve_66,15,12,18
b3,curve_66,37,34,40
b3,curve_66,38,35,41
b3,curve_66,39,36,42
b3,curve_66,40,37,43
b3,curve_66,41,38,44
b3,curve_66,42,39,45
b3,curve_66,43,40,46
b3,curve_66,44,41,47
b3,curve_66,59,56,62
b3,curve_66,60,57,63
b3,curve_66,61,58,64
b3,curve_67,14,11,17
b3,curve_67,15,12,18
b3,curve_67,16,13,19
b3,curve_67,38,35,41
b3,curve_67,39,36,42
b3,curve_67,40,37,43
b3,curve_67,43,40,46
b3,curve_67,44,41,47
b3,curve_67,45,42,48
b3,curve_67,59,56,62
b3,curve_67,60,57,63
b3,curve_67,61,58,64
b3,curve_67,69,66,72
b3,curve_68,13,10,16
b3,curve_68,14,11,17
b3,curve_68,15,12,18
b3,curve_68,33,30,36
b3,curve_68,34,31,37
b3,curve_68,35,32,38
b3,curve_68,36,33,39
b3,curve_68,38,35,41
b3,curve_68,39,36,42
b3,curve_68,40,37,43
b3,curve_68,55,52,58
b3,curve_68,56,53,59
b3,curve_69,13,10,16
b3,curve_69,14,11,17
b3,curve_69,15,12,18
b3,curve_69,34,31,37
b3,curve_69,35,32,38
b3,curve_69,36,33,39
b3,curve_69,38,35,41
b3,curve_69,39,36,42
b3,curve_69,40,37,43
b3,curve_69,54,51,57
b3,curve_70,14,11,17
b3,curve_70,15,12,18
b3,curve_70,16,13,19
b3,curve_70,34,31,37
b3,curve_70,35,32,38
b3,curve_70,36,33,39
b3,curve_70,37,34,40
b3,curve_70,39,36,42
b3,curve_70,40,37,43
b3,curve_70,41,38,44
b3,curve_71,13,10,16
b3,curve_71,14,11,17
b3,curve_71,15,12,18
b3,curve_71,37,34,40
b3,curve_71,38,35,41
b3,curve_71,39,36,42
b3,curve_71,40,37,43
b3,curve_71,42,39,45
b3,curve_71,43,40,46
b3,curve_71,58,55,61
b3,curve_71,59,56,62
b3,curve_71,60,57,63
b3,curve_71,68,65,71
b3,curve_71,69,66,72
b3,curve_72,14,11,17
b3,curve_72,15,12,18
b3,curve_72,16,13,19
b3,curve_72,25,22,28
b3,curve_72,26,23,29
b3,curve_72,34,31,37
b3,curve_72,35,32,38
b3,curve_72,36,33,39
b3,curve_72,39,36,42
b3,curve_72,40,37,43
b3,curve_72,41,38,44
b3,curve_72,64,61,67
b3,curve_72,65,62,68
b3,curve_72,66,63,68
b3,curve_73,14,11,17
b3,curve_73,15,12,18
b3,curve_73,16,13,19
b3,curve_73,39,36,42
b3,curve_73,40,37,43
b3,curve_73,41,38,44
b3,curve_73,44,41,47
b3,curve_73,45,42,48
b3,curve_73,46,43,49
b3,curve_73,60,57,63
b3,curve_73,61,58,64
b3,curve_73,73,70,76
b3,curve_73,74,71,77
b3,curve_73,75,72,78
b3,curve_74,13,10,16
b3,curve_74,14,11,17
b3,curve_74,15,12,18
b3,curve_74,16,13,19
b3,curve_74,38,35,41
b3,curve_74,39,36,42
b3,curve_74,40,37,43
b3,curve_74,41,38,44
b3,curve_74,61,58,64
b3,curve_74,62,59,65
b3,curve_75,13,10,16
b3,curve_75,14,11,17
b3,curve_75,15,12,18
b3,curve_75,37,34,40
b3,curve_75,38,35,41
b3,curve_75,39,36,42
b3,curve_75,42,39,45
b3,curve_75,43,40,46
b3,curve_75,44,41,47
b3,curve_75,58,55,61
b3,curve_75,59,56,62
b3,curve_75,60,57,63
b3,curve_76,13,10,16
b3,curve_76,14,11,17
b3,curve_76,15,12,18
b3,curve_76,39,36,42
b3,curve_76,40,37,43
b3,curve_76,41,38,44
b3,curve_76,44,41,47
b3,curve_76,45,42,48
b3,curve_76,46,43,49
b3,curve_76,61,58,64
b3,curve_77,14,11,17
b3,curve_77,15,12,18
b3,curve_77,16,13,19
b3,curve_77,39,36,42
b3,curve_77,40,37,43
b3,curve_77,41,38,44
b3,curve_77,44,41,47
b3,curve_77,45,42,48
b3,curve_77,66,63,69
b3,curve_77,67,64,70
b3,curve_78,13,10,16
b3,curve_78,14,11,17
b3,curve_78,15,12,18
b3,curve_78,37,34,40
b3,curve_78,38,35,41
b3,curve_78,39,36,42
b3,curve_78,40,37,43
b3,curve_78,41,38,44
b3,curve_78,42,39,45
b3,curve_78,43,40,46
b3,curve_78,44,41,47
b3,curve_78,58,55,61
b3,curve_78,59,56,62
b3,curve_78,60,57,63
b3,curve_79,13,10,16
b3,curve_79,14,11,17
b3,curve_79,15,12,18
b3,curve_79,38,35,41
b3,curve_79,39,36,42
b3,curve_79,40,37,43
b3,curve_79,43,40,46
b3,curve_79,44,41,47
b3,curve_79,45,42,48
b3,curve_79,59,56,62
b3,curve_79,60,57,63
b3,curve_79,61,58,64
b3,curve_79,62,59,65
b3,curve_80,13,10,16
b3,curve_80,14,11,17
b3,curve_80,15,12,18
b3,curve_80,16,13,19
b3,curve_80,37,34,40
b3,curve_80,38,35,41
b3,curve_80,39,36,42
b3,curve_80,40,37,43
b3,curve_80,42,39,45
b3,curve_80,43,40,46
b3,curve_80,44,41,47
b3,curve_80,63,60,66
b3,curve_80,64,61,67
b3,curve_80,65,62,68
b3,curve_81,13,10,16
b3,curve_81,14,11,17
b3,curve_81,15,12,18
b3,curve_81,38,35,41
b3,curve_81,39,36,42
b3,curve_81,40,37,43
b3,curve_81,42,39,45
b3,curve_81,43,40,46
b3,curve_81,44,41,47
b3,curve_81,60,57,63
b3,curve_81,61,58,64
b3,curve_81,62,59,65
b3,curve_82,13,10,16
b3,curve_82,14,11,17
b3,curve_82,15,12,18
b3,curve_82,33,30,36
b3,curve_82,34,31,37
b3,curve_82,35,32,38
b3,curve_82,36,33,39
b3,curve_82,54,51,57
b3,curve_82,55,52,58
b3,curve_82,56,53,59
b3,curve_83,14,11,17
b3,curve_83,15,12,18
b3,curve_83,16,13,19
b3,curve_83,38,35,41
b3,curve_83,39,36,42
b3,curve_83,40,37,43
b3,curve_83,41,38,44
b3,curve_83,42,39,45
b3,curve_83,43,40,46
b3,curve_83,44,41,47
b3,curve_83,62,59,65
b3,curve_83,63,60,66
b3,curve_83,64,61,67
b3,curve_83,65,62,68
b3,curve_83,66,63,69
b3,curve_83,67,64,70
b3,curve_84,13,10,16
b3,curve_84,14,11,17
b3,curve_84,15,12,18
b3,curve_84,16,13,19
b3,curve_84,37,34,40
b3,curve_84,38,35,41
b3,curve_84,39,36,42
b3,curve_84,40,37,43
b3,curve_84,42,39,45
b3,curve_84,43,40,46
b3,curve_84,44,41,47
