typology,curve,candidate_frame,window_start,window_end
t1-2,curve_00,11,8,14
t1-2,curve_00,12,9,15
t1-2,curve_00,13,10,16
t1-2,curve_01,11,8,14
t1-2,curve_01,12,9,15
t1-2,curve_01,13,10,16
t1-2,curve_02,11,8,14
t1-2,curve_02,12,9,15
t1-2,curve_02,13,10,16
t1-2,curve_03,10,7,13
t1-2,curve_03,11,8,14
t1-2,curve_03,12,9,15
t1-2,curve_03,13,10,16
t1-2,curve_04,11,8,14
t1-2,curve_04,12,9,15
t1-2,curve_04,13,10,16
t1-2,curve_05,11,8,14
t1-2,curve_05,12,9,15
t1-2,curve_05,13,10,16
t1-2,curve_06,11,8,14
t1-2,curve_06,12,9,15
t1-2,curve_06,13,10,16
t1-2,curve_07,11,8,14
t1-2,curve_07,12,9,15
t1-2,curve_07,13,10,16
t1-2,curve_08,11,8,14
t1-2,curve_08,12,9,15
t1-2,curve_08,13,10,16
t1-2,curve_09,11,8,14
t1-2,curve_09,12,9,15
t1-2,curve_09,13,10,16
t1-2,curve_10,11,8,14
t1-2,curve_10,12,9,15
t1-2,curve_10,13,10,16
t1-2,curve_11,12,9,15
t1-2,curve_11,13,10,16
t1-2,curve_12,11,8,14
t1-2,curve_12,12,9,15
t1-2,curve_12,13,10,16
t1-2,curve_13,11,8,14
t1-2,curve_13,12,9,15
t1-2,curve_13,13,10,16
t1-2,curve_14,11,8,14
t1-2,curve_14,12,9,15
t1-2,curve_14,13,10,16
t1-2,curve_15,11,8,14
t1-2,curve_15,12,9,15
t1-2,curve_15,13,10,16
t1-2,curve_16,11,8,14
t1-2,curve_16,12,9,15
t1-2,curve_16,13,10,16
t1-2,curve_17,11,8,14
t1-2,curve_17,12,9,15
t1-2,curve_17,13,10,16
t1-2,curve_18,11,8,14
t1-2,curve_18,12,9,15
t1-2,curve_18,13,10,16
t1-2,curve_19,11,8,14
t1-2,curve_19,12,9,15
t1-2,curve_19,13,10,16
t1-2,curve_20,11,8,14
t1-2,curve_20,12,9,15
t1-2,curve_20,13,10,16
t1-2,curve_21,11,8,14
t1-2,curve_21,12,9,15
t1-2,curve_21,13,10,16
t1-2,curve_22,10,7,13
t1-2,curve_22,11,8,14
t1-2,curve_22,12,9,15
t1-2,curve_22,13,10,16
t1-2,curve_23,11,8,14
t1-2,curve_23,12,9,15
t1-2,curve_23,13,10,16
t1-2,curve_24,11,8,14
t1-2,curve_24,12,9,15
t1-2,curve_24,13,10,16
t1-2,curve_25,11,8,14
t1-2,curve_25,12,9,15
t1-2,curve_25,13,10,16
t1-2,curve_26,11,8,14
t1-2,curve_26,12,9,15
t1-2,curve_26,13,10,16
t1-2,curve_27,11,8,14
t1-2,curve_27,12,9,15
t1-2,curve_27,13,10,16
t1-2,curve_28,11,8,14
t1-2,curve_28,12,9,15
t1-2,curve_28,13,10,16
t1-2,curve_29,11,8,14
t1-2,curve_29,12,9,15
t1-2,curve_29,13,10,16
t1-2,curve_30,11,8,14
