typology,curve,candidate_frame,window_start,window_end
b4,curve_92,14,11,17
b4,curve_92,15,12,18
b4,curve_92,16,13,19
b4,curve_92,27,24,30
b4,curve_92,28,25,31
b4,curve_92,29,26,32
b4,curve_92,52,49,55
b4,curve_92,53,50,56
b4,curve_93,12,9,15
b4,curve_93,13,10,16
b4,curve_93,14,11,17
b4,curve_93,15,12,18
b4,curve_93,16,13,19
b4,curve_93,23,20,26
b4,curve_93,24,21,27
b4,curve_93,25,22,28
b4,curve_93,26,23,29
b4,curve_93,52,49,55
b4,curve_94,13,10,16
b4,curve_94,14,11,17
b4,curve_94,15,12,18
b4,curve_94,16,13,19
b4,curve_94,17,14,20
b4,curve_94,18,15,21
b4,curve_94,28,25,31
b4,curve_94,29,26,32
b4,curve_94,30,27,33
b4,curve_94,53,50,56
b4,curve_94,54,51,57
b4,curve_95,12,9,15
b4,curve_95,13,10,16
b4,curve_95,14,11,17
b4,curve_95,15,12,18
b4,curve_95,16,13,19
b4,curve_95,23,20,26
b4,curve_95,24,21,27
b4,curve_95,25,22,28
b4,curve_95,26,23,29
b4,curve_95,47,44,50
b4,curve_95,48,45,51
b4,curve_95,52,49,55
b4,curve_95,53,50,56
b4,curve_96,12,9,15
b4,curve_96,13,10,16
b4,curve_96,14,11,17
b4,curve_96,15,12,18
b4,curve_96,16,13,19
b4,curve_96,23,20,26
b4,curve_96,24,21,27
b4,curve_96,25,22,28
b4,curve_96,26,23,29
b4,curve_96,52,49,55
b4,curve_96,53,50,56
b4,curve_97,12,9,15
b4,curve_97,13,10,16
b4,curve_97,14,11,17
b4,curve_97,15,12,18
b4,curve_97,16,13,19
b4,curve_97,23,20,26
b4,curve_97,24,21,27
b4,curve_97,25,22,28
b4,curve_97,26,23,29
b4,curve_97,47,44,50
b4,curve_97,48,45,51
b4,curve_97,52,49,55
b4,curve_97,53,50,56
b4,curve_98,13,10,16
b4,curve_98,14,11,17
b4,curve_98,15,12,18
b4,curve_98,16,13,19
b4,curve_98,27,24,30
b4,curve_98,28,25,31
b4,curve_98,29,26,32
b4,curve_98,30,27,33
b4,curve_98,52,49,55
b4,curve_98,53,50,56
b4,curve_99,13,10,16
b4,curve_99,14,11,17
b4,curve_99,15,12,18
b4,curve_99,16,13,19
b4,curve_99,27,24,30
b4,curve_99,28,25,31
b4,curve_99,29,26,32
b4,curve_99,30,27,33
b4,curve_99,52,49,55
b4,curve_99,53,50,56
