typology,curve,candidate_frame,window_start,window_end
t8-3,curve_00,12,9,15
t8-3,curve_00,13,10,16
t8-3,curve_01,12,9,15
t8-3,curve_01,13,10,16
t8-3,curve_01,14,11,17
t8-3,curve_02,12,9,15
t8-3,curve_02,13,10,16
t8-3,curve_03,11,8,14
t8-3,curve_03,12,9,15
t8-3,curve_03,13,10,16
t8-3,curve_04,12,9,15
t8-3,curve_04,13,10,16
t8-3,curve_05,12,9,15
t8-3,curve_05,13,10,16
t8-3,curve_06,12,9,15
t8-3,curve_06,13,10,16
t8-3,curve_07,12,9,15
t8-3,curve_07,13,10,16
t8-3,curve_08,13,10,16
t8-3,curve_08,14,11,17
t8-3,curve_09,12,9,15
t8-3,curve_09,13,10,16
t8-3,curve_10,12,9,15
t8-3,curve_10,13,10,16
t8-3,curve_11,12,9,15
t8-3,curve_11,13,10,16
t8-3,curve_11,14,11,17
t8-3,curve_12,11,8,14
t8-3,curve_12,12,9,15
t8-3,curve_12,13,10,16
t8-3,curve_13,12,9,15
t8-3,curve_13,13,10,16
t8-3,curve_14,13,10,16
t8-3,curve_14,14,11,17
t8-3,curve_15,12,9,15
t8-3,curve_15,13,10,16
t8-3,curve_15,14,11,17
t8-3,curve_16,13,10,16
t8-3,curve_16,14,11,17
t8-3,curve_17,12,9,15
t8-3,curve_17,13,10,16
t8-3,curve_18,12,9,15
t8-3,curve_18,13,10,16
t8-3,curve_18,14,11,17
t8-3,curve_19,11,8,14
t8-3,curve_19,12,9,15
t8-3,curve_20,13,10,16
t8-3,curve_20,14,11,17
t8-3,curve_21,14,11,17
t8-3,curve_21,15,12,18
t8-3,curve_21,16,13,19
t8-3,curve_22,14,11,17
t8-3,curve_22,15,12,18
t8-3,curve_23,3,0,6
t8-3,curve_23,4,1,7
t8-3,curve_23,5,2,8
t8-3,curve_23,15,12,18
t8-3,curve_23,16,13,19
t8-3,curve_24,12,9,15
t8-3,curve_24,13,10,16
t8-3,curve_24,14,11,17
t8-3,curve_25,14,11,17
t8-3,curve_25,15,12,18
t8-3,curve_26,15,12,18
t8-3,curve_26,16,13,19
t8-3,curve_27,13,10,16
t8-3,curve_27,14,11,17
t8-3,curve_27,15,12,18
t8-3,curve_28,14,11,17
t8-3,curve_28,15,12,18
t8-3,curve_29,13,10,16
t8-3,curve_29,14,11,17
t8-3,curve_29,15,12,18
t8-3,curve_30,12,9,15
t8-3,curve_30,13,10,16
t8-3,curve_31,13,10,16
t8-3,curve_31,14,11,17
t8-3,curve_32,12,9,15
t8-3,curve_32,13,10,16
t8-3,curve_33,14,11,17
t8-3,curve_33,15,12,18
t8-3,curve_34,12,9,15
t8-3,curve_34,13,10,16
t8-3,curve_35,12,9,15
t8-3,curve_35,13,10,16
t8-3,curve_36,2,0,5
t8-3,curve_36,3,0,6
t8-3,curve_36,4,1,7
t8-3,curve_36,15,12,18
t8-3,curve_36,16,13,19
t8-3,curve_37,11,8,14
t8-3,curve_37,12,9,15
t8-3,curve_37,13,10,16
t8-3,curve_38,12,9,15
t8-3,curve_38,13,10,16
t8-3,curve_39,11,8,14
t8-3,curve_39,12,9,15
t8-3,curve_39,13,10,16
t8-3,curve_40,14,11,17
t8-3,curve_40,15,12,18
t8-3,curve_41,12,9,15
t8-3,curve_41,13,10,16
t8-3,curve_42,12,9,15
t8-3,curve_42,13,10,16
t8-3,curve_43,13,10,16
t8-3,curve_43,14,11,17
t8-3,curve_44,11,8,14
t8-3,curve_44,12,9,15
t8-3,curve_44,13,10,16
t8-3,curve_45,12,9,15
t8-3,curve_45,13,10,16
t8-3,curve_45,14,11,17
t8-3,curve_46,13,10,16
t8-3,curve_46,14,11,17
t8-3,curve_47,12,9,15
t8-3,curve_47,13,10,16
t8-3,curve_48,12,9,15
t8-3,curve_48,13,10,16
t8-3,curve_49,12,9,15
t8-3,curve_49,13,10,16
t8-3,curve_49,14,11,17
t8-3,curve_50,12,9,15
t8-3,curve_50,13,10,16
t8-3,curve_51,13,10,16
t8-3,curve_51,14,11,17
t8-3,curve_52,13,10,16
t8-3,curve_52,14,11,17
t8-3,curve_53,12,9,15
t8-3,curve_53,13,10,16
t8-3,curve_53,14,11,17
t8-3,curve_54,12,9,15
t8-3,curve_54,13,10,16
t8-3,curve_55,12,9,15
t8-3,curve_55,13,10,16
t8-3,curve_56,13,10,16
t8-3,curve_56,14,11,17
t8-3,curve_57,12,9,15
t8-3,curve_57,13,10,16
t8-3,curve_58,2,0,5
t8-3,curve_58,3,0,6
t8-3,curve_58,4,1,7
t8-3,curve_58,15,12,18
t8-3,curve_58,16,13,19
t8-3,curve_59,13,10,16
t8-3,curve_59,14,11,17
t8-3,curve_60,12,9,15
t8-3,curve_60,13,10,16
t8-3,curve_61,14,11,17
t8-3,curve_61,15,12,18
t8-3,curve_62,12,9,15
t8-3,curve_62,13,10,16
t8-3,curve_63,12,9,15
t8-3,curve_63,13,10,16
t8-3,curve_64,12,9,15
t8-3,curve_64,13,10,16
t8-3,curve_65,11,8,14
t8-3,curve_65,12,9,15
t8-3,curve_66,11,8,14
t8-3,curve_66,12,9,15
t8-3,curve_66,13,10,16
t8-3,curve_67,12,9,15
t8-3,curve_67,13,10,16
t8-3,curve_68,11,8,14
t8-3,curve_68,12,9,15
t8-3,curve_68,13,10,16
