typology,curve,candidate_frame,window_start,window_end
t4-2,curve_00,11,8,14
t4-2,curve_00,12,9,15
t4-2,curve_01,10,7,13
t4-2,curve_01,11,8,14
t4-2,curve_01,12,9,15
t4-2,curve_02,11,8,14
t4-2,curve_02,12,9,15
t4-2,curve_03,11,8,14
t4-2,curve_03,12,9,15
t4-2,curve_04,10,7,13
t4-2,curve_04,11,8,14
t4-2,curve_04,12,9,15
t4-2,curve_05,10,7,13
t4-2,curve_05,11,8,14
t4-2,curve_05,12,9,15
t4-2,curve_06,10,7,13
t4-2,curve_06,11,8,14
t4-2,curve_06,12,9,15
t4-2,curve_07,10,7,13
t4-2,curve_07,11,8,14
t4-2,curve_07,12,9,15
t4-2,curve_08,11,8,14
t4-2,curve_08,12,9,15
t4-2,curve_08,13,10,16
t4-2,curve_08,14,11,17
t4-2,curve_09,11,8,14
t4-2,curve_09,12,9,15
t4-2,curve_10,10,7,13
t4-2,curve_10,11,8,14
t4-2,curve_10,12,9,15
t4-2,curve_11,10,7,13
t4-2,curve_11,11,8,14
t4-2,curve_11,12,9,15
t4-2,curve_12,10,7,13
t4-2,curve_12,11,8,14
t4-2,curve_12,12,9,15
t4-2,curve_13,11,8,14
t4-2,curve_13,12,9,15
t4-2,curve_14,10,7,13
t4-2,curve_14,11,8,14
t4-2,curve_14,12,9,15
t4-2,curve_15,11,8,14
t4-2,curve_15,12,9,15
t4-2,curve_16,10,7,13
t4-2,curve_16,11,8,14
t4-2,curve_16,12,9,15
t4-2,curve_17,10,7,13
t4-2,curve_17,11,8,14
t4-2,curve_17,12,9,15
t4-2,curve_18,11,8,14
t4-2,curve_18,12,9,15
t4-2,curve_18,13,10,16
t4-2,curve_19,11,8,14
t4-2,curve_19,12,9,15
t4-2,curve_19,13,10,16
t4-2,curve_20,11,8,14
t4-2,curve_20,12,9,15
t4-2,curve_20,13,10,16
t4-2,curve_21,10,7,13
t4-2,curve_21,11,8,14
t4-2,curve_21,12,9,15
t4-2,curve_22,11,8,14
t4-2,curve_22,12,9,15
t4-2,curve_23,10,7,13
t4-2,curve_23,11,8,14
t4-2,curve_23,12,9,15
t4-2,curve_24,10,7,13
t4-2,curve_24,11,8,14
t4-2,curve_24,12,9,15
t4-2,curve_25,10,7,13
t4-2,curve_25,11,8,14
t4-2,curve_25,12,9,15
t4-2,curve_26,11,8,14
t4-2,curve_26,12,9,15
t4-2,curve_27,11,8,14
t4-2,curve_27,12,9,15
t4-2,curve_27,13,10,16
t4-2,curve_28,10,7,13
t4-2,curve_28,11,8,14
t4-2,curve_28,12,9,15
t4-2,curve_29,10,7,13
t4-2,curve_29,11,8,14
t4-2,curve_29,12,9,15
t4-2,curve_30,11,8,14
t4-2,curve_30,12,9,15
t4-2,curve_30,13,10,16
t4-2,curve_31,12,9,15
t4-2,curve_31,13,10,16
t4-2,curve_32,10,7,13
t4-2,curve_32,11,8,14
t4-2,curve_32,12,9,15
t4-2,curve_33,12,9,15
t4-2,curve_33,13,10,16
t4-2,curve_34,10,7,13
t4-2,curve_34,11,8,14
t4-2,curve_34,12,9,15
t4-2,curve_35,10,7,13
t4-2,curve_35,11,8,14
t4-2,curve_35,12,9,15
t4-2,curve_36,10,7,13
t4-2,curve_36,11,8,14
t4-2,curve_36,12,9,15
t4-2,curve_37,10,7,13
t4-2,curve_37,11,8,14
t4-2,curve_37,12,9,15
t4-2,curve_38,10,7,13
t4-2,curve_38,11,8,14
t4-2,curve_38,12,9,15
t4-2,curve_39,10,7,13
t4-2,curve_39,11,8,14
t4-2,curve_39,12,9,15
t4-2,curve_40,11,8,14
t4-2,curve_40,12,9,15
t4-2,curve_41,11,8,14
t4-2,curve_41,12,9,15
t4-2,curve_42,11,8,14
t4-2,curve_42,12,9,15
t4-2,curve_43,11,8,14
t4-2,curve_43,12,9,15
t4-2,curve_43,13,10,16
t4-2,curve_44,12,9,15
t4-2,curve_44,13,10,16
t4-2,curve_45,10,7,13
t4-2,curve_45,11,8,14
t4-2,curve_45,12,9,15
t4-2,curve_46,11,8,14
t4-2,curve_46,12,9,15
t4-2,curve_46,13,10,16
t4-2,curve_47,10,7,13
t4-2,curve_47,11,8,14
t4-2,curve_47,12,9,15
t4-2,curve_47,13,10,16
t4-2,curve_47,14,11,17
t4-2,curve_47,15,12,18
t4-2,curve_48,10,7,13
t4-2,curve_48,11,8,14
t4-2,curve_48,12,9,15
t4-2,curve_49,10,7,13
t4-2,curve_49,11,8,14
t4-2,curve_49,12,9,15
t4-2,curve_50,10,7,13
t4-2,curve_50,11,8,14
t4-2,curve_50,12,9,15
