typology,curve,candidate_frame,window_start,window_end
t2-2,curve_23,12,9,15
t2-2,curve_23,13,10,16
t2-2,curve_23,14,11,17
t2-2,curve_24,11,8,14
t2-2,curve_24,12,9,15
t2-2,curve_24,13,10,16
t2-2,curve_25,14,11,17
t2-2,curve_25,15,12,18
t2-2,curve_26,1,0,4
t2-2,curve_26,2,0,5
t2-2,curve_26,3,0,6
t2-2,curve_26,14,11,17
t2-2,curve_26,15,12,18
t2-2,curve_26,16,13,19
t2-2,curve_27,12,9,15
t2-2,curve_27,13,10,16
t2-2,curve_27,14,11,17
t2-2,curve_28,12,9,15
t2-2,curve_28,13,10,16
t2-2,curve_29,11,8,14
t2-2,curve_29,12,9,15
t2-2,curve_29,13,10,16
t2-2,curve_30,13,10,16
t2-2,curve_30,14,11,17
t2-2,curve_30,15,12,18
t2-2,curve_31,11,8,14
t2-2,curve_31,12,9,15
t2-2,curve_32,11,8,14
t2-2,curve_32,12,9,15
t2-2,curve_33,11,8,14
t2-2,curve_33,12,9,15
t2-2,curve_33,13,10,16
t2-2,curve_33,14,11,17
t2-2,curve_34,12,9,15
t2-2,curve_34,13,10,16
t2-2,curve_34,14,11,17
t2-2,curve_35,12,9,15
t2-2,curve_35,13,10,16
t2-2,curve_35,14,11,17
t2-2,curve_36,12,9,15
t2-2,curve_36,13,10,16
t2-2,curve_36,14,11,17
t2-2,curve_37,12,9,15
t2-2,curve_37,13,10,16
t2-2,curve_37,14,11,17
t2-2,curve_37,15,12,18
t2-2,curve_38,13,10,16
t2-2,curve_38,14,11,17
t2-2,curve_38,15,12,18
t2-2,curve_39,12,9,15
t2-2,curve_39,13,10,16
t2-2,curve_39,14,11,17
t2-2,curve_40,12,9,15
t2-2,curve_40,13,10,16
t2-2,curve_40,14,11,17
t2-2,curve_41,11,8,14
t2-2,curve_41,12,9,15
t2-2,curve_41,13,10,16
t2-2,curve_42,12,9,15
t2-2,curve_42,13,10,16
t2-2,curve_42,14,11,17
t2-2,curve_43,12,9,15
t2-2,curve_43,13,10,16
t2-2,curve_44,12,9,15
t2-2,curve_44,13,10,16
t2-2,curve_44,14,11,17
t2-2,curve_45,11,8,14
t2-2,curve_45,12,9,15
t2-2,curve_45,13,10,16
t2-2,curve_46,12,9,15
t2-2,curve_46,13,10,16
t2-2,curve_46,14,11,17
t2-2,curve_47,12,9,15
t2-2,curve_47,13,10,16
t2-2,curve_47,14,11,17
t2-2,curve_48,12,9,15
t2-2,curve_48,13,10,16
t2-2,curve_48,14,11,17
t2-2,curve_49,12,9,15
t2-2,curve_49,13,10,16
t2-2,curve_49,14,11,17
t2-2,curve_50,12,9,15
t2-2,curve_50,13,10,16
t2-2,curve_50,14,11,17
t2-2,curve_51,11,8,14
t2-2,curve_51,12,9,15
t2-2,curve_51,13,10,16
t2-2,curve_52,11,8,14
t2-2,curve_52,12,9,15
t2-2,curve_52,13,10,16
t2-2,curve_53,13,10,16
t2-2,curve_53,14,11,17
t2-2,curve_53,15,12,18
t2-2,curve_54,11,8,14
t2-2,curve_54,12,9,15
t2-2,curve_54,13,10,16
t2-2,curve_55,12,9,15
t2-2,curve_55,13,10,16
t2-2,curve_55,14,11,17
t2-2,curve_56,12,9,15
t2-2,curve_56,13,10,16
t2-2,curve_56,14,11,17
t2-2,curve_56,15,12,18
t2-2,curve_57,12,9,15
t2-2,curve_57,13,10,16
t2-2,curve_57,14,11,17
t2-2,curve_57,15,12,18
t2-2,curve_58,12,9,15
t2-2,curve_58,13,10,16
t2-2,curve_58,14,11,17
t2-2,curve_58,15,12,18
t2-2,curve_59,11,8,14
t2-2,curve_59,12,9,15
t2-2,curve_59,13,10,16
t2-2,curve_60,12,9,15
t2-2,curve_60,13,10,16
t2-2,curve_61,11,8,14
t2-2,curve_61,12,9,15
t2-2,curve_61,13,10,16
t2-2,curve_62,13,10,16
t2-2,curve_62,14,11,17
t2-2,curve_62,15,12,18
t2-2,curve_63,11,8,14
t2-2,curve_63,12,9,15
t2-2,curve_63,13,10,16
t2-2,curve_64,11,8,14
t2-2,curve_64,12,9,15
t2-2,curve_64,13,10,16
t2-2,curve_65,13,10,16
t2-2,curve_65,14,11,17
t2-2,curve_65,15,12,18
t2-2,curve_65,16,13,19
t2-2,curve_66,13,10,16
t2-2,curve_66,14,11,17
t2-2,curve_66,15,12,18
t2-2,curve_67,11,8,14
t2-2,curve_67,12,9,15
t2-2,curve_67,13,10,16
t2-2,curve_68,12,9,15
t2-2,curve_68,13,10,16
t2-2,curve_69,11,8,14
t2-2,curve_69,12,9,15
t2-2,curve_69,13,10,16
t2-2,curve_70,15,12,18
t2-2,curve_70,16,13,19
t2-2,curve_71,12,9,15
t2-2,curve_71,13,10,16
t2-2,curve_71,14,11,17
t2-2,curve_72,11,8,14
t2-2,curve_72,12,9,15
t2-2,curve_72,13,10,16
t2-2,curve_73,13,10,16
t2-2,curve_73,14,11,17
t2-2,curve_74,12,9,15
t2-2,curve_74,13,10,16
t2-2,curve_74,14,11,17
t2-2,curve_75,11,8,14
t2-2,curve_75,12,9,15
t2-2,curve_75,13,10,16
t2-2,curve_76,12,9,15
t2-2,curve_76,13,10,16
t2-2,curve_76,14,11,17
t2-2,curve_77,12,9,15
t2-2,curve_77,13,10,16
t2-2,curve_77,14,11,17
t2-2,curve_78,13,10,16
t2-2,curve_78,14,11,17
t2-2,curve_78,15,12,18
t2-2,curve_78,16,13,19
t2-2,curve_79,11,8,14
t2-2,curve_79,12,9,15
t2-2,curve_79,13,10,16
t2-2,curve_80,11,8,14
t2-2,curve_80,12,9,15
t2-2,curve_80,13,10,16
t2-2,curve_81,12,9,15
t2-2,curve_81,13,10,16
t2-2,curve_81,14,11,17
t2-2,curve_82,11,8,14
t2-2,curve_82,12,9,15
t2-2,curve_82,13,10,16
t2-2,curve_82,14,11,17
t2-2,curve_83,13,10,16
t2-2,curve_83,14,11,17
t2-2,curve_83,15,12,18
t2-2,curve_84,13,10,16
t2-2,curve_84,14,11,17
t2-2,curve_84,15,12,18
t2-2,curve_85,11,8,14
t2-2,curve_85,12,9,15
t2-2,curve_85,13,10,16
t2-2,curve_86,13,10,16
t2-2,curve_86,14,11,17
t2-2,curve_87,11,8,14
t2-2,curve_87,12,9,15
t2-2,curve_87,13,10,16
t2-2,curve_88,11,8,14
t2-2,curve_88,12,9,15
t2-2,curve_88,13,10,16
t2-2,curve_89,12,9,15
t2-2,curve_89,13,10,16
t2-2,curve_89,14,11,17
t2-2,curve_90,12,9,15
t2-2,curve_90,13,10,16
t2-2,curve_90,14,11,17
t2-2,curve_91,11,8,14
t2-2,curve_91,12,9,15
t2-2,curve_91,13,10,16
t2-2,curve_92,12,9,15
t2-2,curve_92,13,10,16
t2-2,curve_92,14,11,17
t2-2,curve_93,13,10,16
t2-2,curve_93,14,11,17
t2-2,curve_93,15,12,18
t2-2,curve_94,12,9,15
t2-2,curve_94,13,10,16
t2-2,curve_94,14,11,17
t2-2,curve_95,14,11,17
t2-2,curve_95,15,12,18
t2-2,curve_95,16,13,19
t2-2,curve_96,11,8,14
t2-2,curve_96,12,9,15
t2-2,curve_96,13,10,16
t2-2,curve_97,12,9,15
t2-2,curve_97,13,10,16
t2-2,curve_97,14,11,17
t2-2,curve_98,13,10,16
t2-2,curve_98,14,11,17
t2-2,curve_99,12,9,15
t2-2,curve_99,13,10,16
t2-2,curve_99,14,11,17
t2-2,curve_99,15,12,18
