typology,curve,candidate_frame,window_start,window_end
b1,curve_00,17,14,20
b1,curve_00,18,15,21
b1,curve_00,21,18,24
b1,curve_00,22,19,25
b1,curve_00,23,20,26
b1,curve_00,24,21,27
b1,curve_01,18,15,21
b1,curve_01,19,16,22
b1,curve_01,20,17,23
b1,curve_01,21,18,24
b1,curve_01,22,19,25
b1,curve_01,23,20,26
b1,curve_01,24,21,27
b1,curve_02,21,18,24
b1,curve_02,22,19,25
b1,curve_02,23,20,26
b1,curve_02,24,21,27
b1,curve_03,17,14,20
b1,curve_03,18,15,21
b1,curve_03,19,16,22
b1,curve_03,20,17,23
b1,curve_03,21,18,24
b1,curve_03,22,19,25
b1,curve_03,23,20,26
b1,curve_03,24,21,27
b1,curve_04,21,18,24
b1,curve_04,22,19,25
b1,curve_04,23,20,26
b1,curve_04,24,21,27
b1,curve_05,21,18,24
b1,curve_05,22,19,25
b1,curve_05,23,20,26
b1,curve_05,24,21,27
b1,curve_06,17,14,20
b1,curve_06,18,15,21
b1,curve_06,19,16,22
b1,curve_06,20,17,23
b1,curve_07,18,15,21
b1,curve_07,19,16,22
b1,curve_07,20,17,23
b1,curve_07,21,18,24
b1,curve_07,22,19,25
b1,curve_07,23,20,26
b1,curve_07,24,21,27
b1,curve_08,14,11,17
b1,curve_08,15,12,18
b1,curve_08,16,13,19
b1,curve_08,17,14,20
b1,curve_08,18,15,21
b1,curve_08,19,16,22
b1,curve_08,20,17,23
b1,curve_09,18,15,21
b1,curve_09,19,16,22
b1,curve_09,20,17,23
b1,curve_09,21,18,24
b1,curve_09,22,19,25
b1,curve_09,23,20,26
b1,curve_09,24,21,27
b1,curve_09,25,22,28
b1,curve_10,17,14,20
b1,curve_10,18,15,21
b1,curve_10,19,16,22
b1,curve_10,20,17,23
b1,curve_11,18,15,21
b1,curve_11,19,16,22
b1,curve_11,20,17,23
b1,curve_11,21,18,24
b1,curve_11,22,19,25
b1,curve_11,23,20,26
b1,curve_11,24,21,27
b1,curve_12,17,14,20
b1,curve_12,18,15,21
b1,curve_12,19,16,22
b1,curve_12,20,17,23
b1,curve_13,17,14,20
b1,curve_13,18,15,21
b1,curve_13,19,16,22
b1,curve_13,20,17,23
b1,curve_13,21,18,24
b1,curve_13,22,19,25
b1,curve_13,23,20,26
b1,curve_13,24,21,27
b1,curve_14,14,11,17
b1,curve_14,15,12,18
b1,curve_14,16,13,19
b1,curve_14,17,14,20
b1,curve_14,18,15,21
b1,curve_14,19,16,22
b1,curve_14,20,17,23
b1,curve_15,21,18,24
b1,curve_15,22,19,25
b1,curve_15,23,20,26
b1,curve_15,24,21,27
b1,curve_16,22,19,25
b1,curve_16,23,20,26
b1,curve_16,24,21,27
b1,curve_17,17,14,20
b1,curve_17,18,15,21
b1,curve_17,21,18,24
b1,curve_17,22,19,25
b1,curve_17,23,20,26
b1,curve_17,24,21,27
b1,curve_18,13,10,16
b1,curve_18,14,11,17
b1,curve_18,15,12,18
b1,curve_18,16,13,19
b1,curve_18,17,14,20
b1,curve_18,18,15,21
b1,curve_18,19,16,22
b1,curve_18,20,17,23
b1,curve_19,13,10,16
b1,curve_19,14,11,17
b1,curve_19,15,12,18
b1,curve_19,16,13,19
b1,curve_19,17,14,20
b1,curve_19,18,15,21
b1,curve_19,19,16,22
b1,curve_19,20,17,23
b1,curve_20,19,16,22
b1,curve_20,20,17,23
b1,curve_20,21,18,24
b1,curve_20,22,19,25
b1,curve_20,23,20,26
b1,curve_20,24,21,27
b1,curve_20,25,22,28
b1,curve_21,17,14,20
b1,curve_21,18,15,21
b1,curve_21,19,16,22
b1,curve_21,20,17,23
b1,curve_21,21,18,24
b1,curve_21,22,19,25
b1,curve_21,23,20,26
b1,curve_21,24,21,27
b1,curve_22,16,13,19
b1,curve_22,17,14,20
b1,curve_22,18,15,21
b1,curve_22,19,16,22
b1,curve_22,20,17,23
b1,curve_22,21,18,24
b1,curve_22,22,19,25
b1,curve_22,23,20,26
b1,curve_22,24,21,27
b1,curve_23,12,9,15
b1,curve_23,13,10,16
b1,curve_23,14,11,17
b1,curve_23,15,12,18
b1,curve_23,16,13,19
b1,curve_23,17,14,20
b1,curve_23,18,15,21
b1,curve_23,19,16,22
b1,curve_23,20,17,23
b1,curve_23,21,18,24
b1,curve_24,21,18,24
b1,curve_24,22,19,25
b1,curve_24,23,20,26
b1,curve_24,24,21,27
b1,curve_25,14,11,17
b1,curve_25,15,12,18
b1,curve_25,16,13,19
b1,curve_25,17,14,20
b1,curve_25,18,15,21
b1,curve_25,19,16,22
b1,curve_25,20,17,23
b1,curve_25,21,18,24
b1,curve_26,22,19,25
b1,curve_26,23,20,26
b1,curve_26,24,21,27
b1,curve_27,13,10,16
b1,curve_27,14,11,17
b1,curve_27,15,12,18
b1,curve_27,16,13,19
b1,curve_27,17,14,20
b1,curve_27,18,15,21
b1,curve_27,19,16,22
b1,curve_27,20,17,23
b1,curve_28,18,15,21
b1,curve_28,19,16,22
b1,curve_28,20,17,23
b1,curve_28,21,18,24
b1,curve_28,22,19,25
b1,curve_28,23,20,26
b1,curve_28,24,21,27
b1,curve_28,25,22,28
b1,curve_29,13,10,16
b1,curve_29,14,11,17
b1,curve_29,15,12,18
b1,curve_29,16,13,19
b1,curve_29,17,14,20
b1,curve_29,18,15,21
b1,curve_29,19,16,22
b1,curve_29,20,17,23
b1,curve_30,22,19,25
b1,curve_30,23,20,26
b1,curve_30,24,21,27
b1,curve_30,25,22,28
b1,curve_31,14,11,17
b1,curve_31,15,12,18
b1,curve_31,16,13,19
b1,curve_31,17,14,20
b1,curve_31,18,15,21
b1,curve_31,19,16,22
b1,curve_31,20,17,23
b1,curve_31,21,18,24
b1,curve_32,18,15,21
b1,curve_32,19,16,22
b1,curve_32,20,17,23
b1,curve_32,21,18,24
b1,curve_32,22,19,25
b1,curve_32,23,20,26
b1,curve_32,24,21,27
b1,curve_33,18,15,21
b1,curve_33,19,16,22
b1,curve_33,20,17,23
b1,curve_33,21,18,24
b1,curve_33,22,19,25
b1,curve_33,23,20,26
b1,curve_33,24,21,27
b1,curve_34,18,15,21
b1,curve_34,19,16,22
b1,curve_34,20,17,23
b1,curve_34,21,18,24
b1,curve_34,22,19,25
b1,curve_34,23,20,26
b1,curve_34,24,21,27
b1,curve_35,22,19,25
b1,curve_35,23,20,26
b1,curve_35,24,21,27
b1,curve_36,22,19,25
b1,curve_36,23,20,26
b1,curve_36,24,21,27
b1,curve_37,13,10,16
b1,curve_37,14,11,17
b1,curve_37,15,12,18
b1,curve_37,16,13,19
b1,curve_37,17,14,20
b1,curve_37,18,15,21
b1,curve_37,19,16,22
b1,curve_37,20,17,23
b1,curve_38,17,14,20
b1,curve_38,18,15,21
b1,curve_38,19,16,22
b1,curve_38,20,17,23
b1,curve_38,21,18,24
b1,curve_38,22,19,25
b1,curve_38,23,20,26
b1,curve_38,24,21,27
b1,curve_39,21,18,24
b1,curve_39,22,19,25
b1,curve_39,23,20,26
b1,curve_39,24,21,27
b1,curve_40,17,14,20
b1,curve_40,18,15,21
b1,curve_40,19,16,22
b1,curve_40,20,17,23
b1,curve_41,17,14,20
b1,curve_41,18,15,21
b1,curve_41,19,16,22
b1,curve_41,20,17,23
b1,curve_41,21,18,24
b1,curve_41,22,19,25
b1,curve_41,23,20,26
b1,curve_41,24,21,27
b1,curve_42,13,10,16
b1,curve_42,14,11,17
b1,curve_42,15,12,18
b1,curve_42,16,13,19
b1,curve_42,17,14,20
b1,curve_42,18,15,21
b1,curve_42,19,16,22
b1,curve_42,20,17,23
b1,curve_43,21,18,24
b1,curve_43,22,19,25
b1,curve_43,23,20,26
b1,curve_43,24,21,27
b1,curve_44,21,18,24
b1,curve_44,22,19,25
b1,curve_44,23,20,26
b1,curve_44,24,21,27
b1,curve_45,13,10,16
b1,curve_45,14,11,17
b1,curve_45,15,12,18
b1,curve_45,16,13,19
b1,curve_45,17,14,20
b1,curve_45,18,15,21
b1,curve_45,19,16,22
b1,curve_45,20,17,23
b1,curve_46,22,19,25
b1,curve_46,23,20,26
b1,curve_46,24,21,27
b1,curve_46,25,22,28
b1,curve_47,22,19,25
b1,curve_47,23,20,26
b1,curve_47,24,21,27
b1,curve_48,22,19,25
b1,curve_48,23,20,26
b1,curve_48,24,21,27
b1,curve_49,18,15,21
b1,curve_49,19,16,22
b1,curve_49,22,19,25
b1,curve_49,23,20,26
b1,curve_49,24,21,27
b1,curve_49,25,22,28
b1,curve_50,17,14,20
b1,curve_50,18,15,21
b1,curve_50,19,16,22
b1,curve_50,20,17,23
b1,curve_50,21,18,24
b1,curve_50,22,19,25
b1,curve_50,23,20,26
b1,curve_50,24,21,27
b1,curve_51,14,11,17
b1,curve_51,15,12,18
b1,curve_51,16,13,19
b1,curve_51,17,14,20
b1,curve_51,18,15,21
b1,curve_51,19,16,22
b1,curve_51,20,17,23
b1,curve_52,22,19,25
b1,curve_52,23,20,26
b1,curve_52,24,21,27
b1,curve_53,14,11,17
b1,curve_53,15,12,18
b1,curve_53,16,13,19
b1,curve_53,17,14,20
b1,curve_53,18,15,21
b1,curve_53,19,16,22
b1,curve_53,20,17,23
b1,curve_54,21,18,24
b1,curve_54,22,19,25
b1,curve_54,23,20,26
b1,curve_54,24,21,27
b1,curve_55,22,19,25
b1,curve_55,23,20,26
b1,curve_55,24,21,27
b1,curve_56,18,15,21
b1,curve_56,19,16,22
b1,curve_56,20,17,23
b1,curve_56,21,18,24
b1,curve_56,22,19,25
b1,curve_56,23,20,26
b1,curve_56,24,21,27
b1,curve_57,22,19,25
b1,curve_57,23,20,26
b1,curve_57,24,21,27
b1,curve_58,14,11,17
b1,curve_58,15,12,18
b1,curve_58,16,13,19
b1,curve_58,17,14,20
b1,curve_58,18,15,21
b1,curve_58,19,16,22
b1,curve_58,20,17,23
b1,curve_59,18,15,21
b1,curve_59,19,16,22
b1,curve_59,20,17,23
b1,curve_59,21,18,24
b1,curve_59,22,19,25
b1,curve_59,23,20,26
b1,curve_59,24,21,27
b1,curve_60,22,19,25
b1,curve_60,23,20,26
b1,curve_60,24,21,27
b1,curve_60,25,22,28
b1,curve_61,17,14,20
b1,curve_61,18,15,21
b1,curve_61,19,16,22
b1,curve_61,20,17,23
b1,curve_61,21,18,24
b1,curve_61,22,19,25
b1,curve_61,23,20,26
b1,curve_61,24,21,27
b1,curve_62,18,15,21
b1,curve_62,19,16,22
b1,curve_62,20,17,23
b1,curve_62,21,18,24
b1,curve_62,22,19,25
b1,curve_62,23,20,26
b1,curve_62,24,21,27
b1,curve_63,21,18,24
b1,curve_63,22,19,25
b1,curve_63,23,20,26
b1,curve_63,24,21,27
b1,curve_64,18,15,21
b1,curve_64,19,16,22
b1,curve_64,20,17,23
b1,curve_64,21,18,24
b1,curve_64,22,19,25
b1,curve_64,23,20,26
b1,curve_64,24,21,27
b1,curve_64,25,22,28
b1,curve_65,22,19,25
b1,curve_65,23,20,26
b1,curve_65,24,21,27
b1,curve_66,18,15,21
b1,curve_66,19,16,22
b1,curve_66,20,17,23
b1,curve_66,21,18,24
b1,curve_66,22,19,25
b1,curve_66,23,20,26
b1,curve_66,24,21,27
b1,curve_67,19,16,22
b1,curve_67,20,17,23
b1,curve_67,21,18,24
b1,curve_67,22,19,25
b1,curve_67,23,20,26
b1,curve_67,24,21,27
b1,curve_68,21,18,24
b1,curve_68,22,19,25
b1,curve_68,23,20,26
b1,curve_68,24,21,27
b1,curve_69,17,14,20
b1,curve_69,18,15,21
b1,curve_69,19,16,22
b1,curve_69,20,17,23
b1,curve_69,21,18,24
b1,curve_69,22,19,25
b1,curve_69,23,20,26
b1,curve_69,24,21,27
b1,curve_70,17,14,20
b1,curve_70,18,15,21
b1,curve_70,19,16,22
b1,curve_70,20,17,23
b1,curve_70,21,18,24
b1,curve_70,22,19,25
b1,curve_70,23,20,26
b1,curve_70,24,21,27
b1,curve_71,21,18,24
b1,curve_71,22,19,25
b1,curve_71,23,20,26
b1,curve_71,24,21,27
b1,curve_72,18,15,21
b1,curve_72,19,16,22
b1,curve_72,20,17,23
b1,curve_72,21,18,24
b1,curve_72,22,19,25
b1,curve_72,23,20,26
b1,curve_72,24,21,27
b1,curve_73,23,20,26
b1,curve_73,24,21,27
b1,curve_73,25,22,28
b1,curve_74,22,19,25
b1,curve_74,23,20,26
b1,curve_74,24,21,27
b1,curve_75,17,14,20
b1,curve_75,18,15,21
b1,curve_75,19,16,22
b1,curve_75,20,17,23
b1,curve_75,21,18,24
b1,curve_75,22,19,25
b1,curve_75,23,20,26
b1,curve_75,24,21,27
b1,curve_75,25,22,28
b1,curve_76,12,9,15
b1,curve_76,13,10,16
b1,curve_76,14,11,17
b1,curve_76,15,12,18
b1,curve_76,20,17,23
b1,curve_76,21,18,24
b1,curve_77,18,15,21
b1,curve_77,19,16,22
b1,curve_77,22,19,25
b1,curve_77,23,20,26
b1,curve_77,24,21,27
b1,curve_77,25,22,28
b1,curve_78,17,14,20
b1,curve_78,18,15,21
b1,curve_78,19,16,22
b1,curve_78,20,17,23
b1,curve_78,21,18,24
b1,curve_78,22,19,25
b1,curve_78,23,20,26
b1,curve_78,24,21,27
b1,curve_78,25,22,28
b1,curve_79,14,11,17
b1,curve_79,15,12,18
b1,curve_79,16,13,19
b1,curve_79,17,14,20
b1,curve_79,18,15,21
b1,curve_79,19,16,22
b1,curve_79,20,17,23
b1,curve_80,18,15,21
b1,curve_80,19,16,22
b1,curve_80,20,17,23
b1,curve_80,21,18,24
b1,curve_80,22,19,25
b1,curve_80,23,20,26
b1,curve_80,24,21,27
b1,curve_80,25,22,28
b1,curve_81,13,10,16
b1,curve_81,14,11,17
b1,curve_81,15,12,18
b1,curve_81,16,13,19
b1,curve_81,17,14,20
b1,curve_81,18,15,21
b1,curve_81,19,16,22
b1,curve_81,20,17,23
b1,curve_81,21,18,24
b1,curve_82,17,14,20
b1,curve_82,18,15,21
b1,curve_82,19,16,22
b1,curve_82,20,17,23
b1,curve_83,17,14,20
b1,curve_83,18,15,21
b1,curve_83,19,16,22
b1,curve_83,20,17,23
b1,curve_83,21,18,24
b1,curve_83,22,19,25
b1,curve_83,23,20,26
b1,curve_83,24,21,27
b1,curve_83,25,22,28
b1,curve_84,17,14,20
b1,curve_84,18,15,21
b1,curve_84,19,16,22
b1,curve_84,20,17,23
b1,curve_84,21,18,24
b1,curve_84,22,19,25
b1,curve_84,23,20,26
b1,curve_84,24,21,27
b1,curve_85,18,15,21
b1,curve_85,19,16,22
b1,curve_85,20,17,23
b1,curve_85,21,18,24
b1,curve_85,22,19,25
b1,curve_85,23,20,26
b1,curve_85,24,21,27
b1,curve_86,22,19,25
b1,curve_86,23,20,26
b1,curve_86,24,21,27
b1,curve_87,17,14,20
b1,curve_87,18,15,21
b1,curve_87,19,16,22
b1,curve_87,20,17,23
b1,curve_87,21,18,24
b1,curve_87,22,19,25
b1,curve_87,23,20,26
b1,curve_87,24,21,27
b1,curve_88,18,15,21
b1,curve_88,19,16,22
b1,curve_88,22,19,25
b1,curve_88,23,20,26
b1,curve_88,24,21,27
b1,curve_88,25,22,28
b1,curve_89,21,18,24
b1,curve_89,22,19,25
b1,curve_89,23,20,26
b1,curve_89,24,21,27
b1,curve_90,17,14,20
b1,curve_90,18,15,21
b1,curve_90,19,16,22
b1,curve_90,20,17,23
b1,curve_90,21,18,24
b1,curve_90,22,19,25
b1,curve_90,23,20,26
b1,curve_90,24,21,27
b1,curve_91,13,10,16
b1,curve_91,14,11,17
b1,curve_91,15,12,18
b1,curve_91,16,13,19
b1,curve_91,17,14,20
b1,curve_91,18,15,21
b1,curve_91,19,16,22
b1,curve_91,20,17,23
b1,curve_92,18,15,21
b1,curve_92,19,16,22
b1,curve_92,22,19,25
b1,curve_92,23,20,26
b1,curve_92,24,21,27
b1,curve_92,25,22,28
b1,curve_93,14,11,17
b1,curve_93,15,12,18
b1,curve_93,16,13,19
b1,curve_93,17,14,20
b1,curve_93,18,15,21
b1,curve_93,19,16,22
b1,curve_93,20,17,23
b1,curve_94,18,15,21
b1,curve_94,19,16,22
b1,curve_94,20,17,23
b1,curve_95,22,19,25
b1,curve_95,23,20,26
b1,curve_95,24,21,27
b1,curve_96,14,11,17
