typology,curve,candidate_frame,window_start,window_end
t5-1,curve_00,12,9,15
t5-1,curve_00,13,10,16
t5-1,curve_00,14,11,17
t5-1,curve_01,12,9,15
t5-1,curve_01,13,10,16
t5-1,curve_01,14,11,17
t5-1,curve_02,12,9,15
t5-1,curve_02,13,10,16
t5-1,curve_03,12,9,15
t5-1,curve_03,13,10,16
t5-1,curve_04,11,8,14
t5-1,curve_04,12,9,15
t5-1,curve_04,13,10,16
t5-1,curve_05,12,9,15
t5-1,curve_05,13,10,16
t5-1,curve_06,12,9,15
t5-1,curve_06,13,10,16
t5-1,curve_07,12,9,15
t5-1,curve_07,13,10,16
t5-1,curve_08,12,9,15
t5-1,curve_08,13,10,16
t5-1,curve_09,11,8,14
t5-1,curve_09,12,9,15
t5-1,curve_10,12,9,15
t5-1,curve_10,13,10,16
t5-1,curve_10,14,11,17
t5-1,curve_11,12,9,15
t5-1,curve_11,13,10,16
t5-1,curve_12,11,8,14
t5-1,curve_12,12,9,15
t5-1,curve_12,13,10,16
t5-1,curve_13,13,10,16
t5-1,curve_13,14,11,17
t5-1,curve_14,12,9,15
t5-1,curve_14,13,10,16
t5-1,curve_15,12,9,15
t5-1,curve_15,13,10,16
t5-1,curve_16,11,8,14
t5-1,curve_16,12,9,15
t5-1,curve_16,13,10,16
t5-1,curve_17,12,9,15
t5-1,curve_17,13,10,16
t5-1,curve_17,14,11,17
t5-1,curve_18,12,9,15
t5-1,curve_18,13,10,16
t5-1,curve_19,12,9,15
t5-1,curve_19,13,10,16
t5-1,curve_19,14,11,17
t5-1,curve_20,12,9,15
t5-1,curve_20,13,10,16
t5-1,curve_21,12,9,15
t5-1,curve_21,13,10,16
t5-1,curve_22,13,10,16
t5-1,curve_22,14,11,17
t5-1,curve_23,12,9,15
t5-1,curve_23,13,10,16
t5-1,curve_23,14,11,17
t5-1,curve_24,11,8,14
t5-1,curve_24,12,9,15
t5-1,curve_25,11,8,14
t5-1,curve_25,12,9,15
t5-1,curve_26,11,8,14
t5-1,curve_26,12,9,15
t5-1,curve_26,13,10,16
t5-1,curve_27,11,8,14
t5-1,curve_27,12,9,15
t5-1,curve_28,13,10,16
t5-1,curve_28,14,11,17
t5-1,curve_29,11,8,14
t5-1,curve_29,12,9,15
t5-1,curve_29,13,10,16
t5-1,curve_30,11,8,14
t5-1,curve_30,12,9,15
t5-1,curve_31,11,8,14
t5-1,curve_31,12,9,15
t5-1,curve_32,11,8,14
t5-1,curve_32,12,9,15
t5-1,curve_33,11,8,14
t5-1,curve_33,12,9,15
t5-1,curve_34,12,9,15
t5-1,curve_34,13,10,16
t5-1,curve_35,12,9,15
t5-1,curve_35,13,10,16
t5-1,curve_36,12,9,15
t5-1,curve_36,13,10,16
t5-1,curve_37,11,8,14
t5-1,curve_37,12,9,15
t5-1,curve_38,2,0,5
t5-1,curve_38,3,0,6
t5-1,curve_38,13,10,16
t5-1,curve_38,14,11,17
t5-1,curve_38,15,12,18
t5-1,curve_39,11,8,14
t5-1,curve_39,12,9,15
t5-1,curve_40,13,10,16
t5-1,curve_40,14,11,17
t5-1,curve_41,11,8,14
t5-1,curve_41,12,9,15
t5-1,curve_42,12,9,15
t5-1,curve_42,13,10,16
t5-1,curve_42,14,11,17
t5-1,curve_43,13,10,16
t5-1,curve_43,14,11,17
t5-1,curve_43,15,12,18
t5-1,curve_44,12,9,15
t5-1,curve_44,13,10,16
t5-1,curve_45,13,10,16
t5-1,curve_45,14,11,17
t5-1,curve_46,11,8,14
t5-1,curve_46,12,9,15
t5-1,curve_47,11,8,14
t5-1,curve_47,12,9,15
t5-1,curve_48,12,9,15
t5-1,curve_48,13,10,16
t5-1,curve_48,14,11,17
t5-1,curve_49,13,10,16
t5-1,curve_49,14,11,17
t5-1,curve_49,15,12,18
t5-1,curve_50,12,9,15
t5-1,curve_50,13,10,16
t5-1,curve_51,12,9,15
t5-1,curve_51,13,10,16
t5-1,curve_52,2,0,5
t5-1,curve_52,3,0,6
t5-1,curve_52,14,11,17
t5-1,curve_52,15,12,18
t5-1,curve_53,11,8,14
t5-1,curve_53,12,9,15
t5-1,curve_53,13,10,16
t5-1,curve_54,13,10,16
t5-1,curve_54,14,11,17
t5-1,curve_54,15,12,18
t5-1,curve_55,11,8,14
t5-1,curve_55,12,9,15
t5-1,curve_56,13,10,16
t5-1,curve_56,14,11,17
t5-1,curve_56,15,12,18
t5-1,curve_57,11,8,14
t5-1,curve_57,12,9,15
t5-1,curve_58,13,10,16
t5-1,curve_58,14,11,17
t5-1,curve_59,11,8,14
t5-1,curve_59,12,9,15
t5-1,curve_60,12,9,15
t5-1,curve_60,13,10,16
t5-1,curve_60,14,11,17
t5-1,curve_61,11,8,14
t5-1,curve_61,12,9,15
t5-1,curve_62,2,0,5
t5-1,curve_62,13,10,16
t5-1,curve_62,14,11,17
t5-1,curve_62,15,12,18
t5-1,curve_63,11,8,14
t5-1,curve_63,12,9,15
t5-1,curve_64,13,10,16
t5-1,curve_64,14,11,17
t5-1,curve_65,13,10,16
t5-1,curve_65,14,11,17
t5-1,curve_66,13,10,16
t5-1,curve_66,14,11,17
t5-1,curve_66,15,12,18
t5-1,curve_67,11,8,14
t5-1,curve_67,12,9,15
t5-1,curve_68,12,9,15
t5-1,curve_68,13,10,16
t5-1,curve_69,11,8,14
t5-1,curve_69,12,9,15
t5-1,curve_70,11,8,14
t5-1,curve_70,12,9,15
t5-1,curve_71,11,8,14
t5-1,curve_71,12,9,15
t5-1,curve_72,11,8,14
t5-1,curve_72,12,9,15
t5-1,curve_72,13,10,16
t5-1,curve_73,11,8,14
t5-1,curve_73,12,9,15
t5-1,curve_74,11,8,14
t5-1,curve_74,12,9,15
t5-1,curve_75,12,9,15
t5-1,curve_75,13,10,16
t5-1,curve_76,12,9,15
t5-1,curve_76,13,10,16
t5-1,curve_77,2,0,5
t5-1,curve_77,3,0,6
t5-1,curve_77,13,10,16
t5-1,curve_77,14,11,17
t5-1,curve_78,13,10,16
t5-1,curve_78,14,11,17
t5-1,curve_78,15,12,18
t5-1,curve_79,12,9,15
t5-1,curve_79,13,10,16
t5-1,curve_79,14,11,17
t5-1,curve_80,12,9,15
t5-1,curve_80,13,10,16
t5-1,curve_81,11,8,14
t5-1,curve_81,12,9,15
t5-1,curve_82,13,10,16
t5-1,curve_82,14,11,17
t5-1,curve_83,11,8,14
t5-1,curve_83,12,9,15
t5-1,curve_84,11,8,14
t5-1,curve_84,12,9,15
t5-1,curve_85,12,9,15
t5-1,curve_85,13,10,16
t5-1,curve_85,14,11,17
t5-1,curve_86,12,9,15
t5-1,curve_86,13,10,16
t5-1,curve_87,2,0,5
t5-1,curve_87,13,10,16
t5-1,curve_87,14,11,17
t5-1,curve_88,11,8,14
t5-1,curve_88,12,9,15
t5-1,curve_88,13,10,16
t5-1,curve_89,11,8,14
t5-1,curve_89,12,9,15
t5-1,curve_90,11,8,14
t5-1,curve_90,12,9,15
t5-1,curve_91,11,8,14
t5-1,curve_91,12,9,15
t5-1,curve_92,11,8,14
t5-1,curve_92,12,9,15
t5-1,curve_92,13,10,16
t5-1,curve_93,12,9,15
t5-1,curve_93,13,10,16
t5-1,curve_93,14,11,17
t5-1,curve_94,12,9,15
t5-1,curve_94,13,10,16
t5-1,curve_94,14,11,17
t5-1,curve_95,13,10,16
t5-1,curve_95,14,11,17
t5-1,curve_96,13,10,16
t5-1,curve_96,14,11,17
t5-1,curve_97,11,8,14
t5-1,curve_97,12,9,15
t5-1,curve_98,11,8,14
t5-1,curve_98,12,9,15
t5-1,curve_99,2,0,5
t5-1,curve_99,3,0,6
t5-1,curve_99,13,10,16
t5-1,curve_99,14,11,17
t5-1,curve_99,15,12,18
