typology,curve,candidate_frame,window_start,window_end
t7-2,curve_00,11,8,14
t7-2,curve_00,12,9,15
t7-2,curve_00,13,10,16
t7-2,curve_01,11,8,14
t7-2,curve_01,12,9,15
t7-2,curve_01,13,10,16
t7-2,curve_02,11,8,14
t7-2,curve_02,12,9,15
t7-2,curve_02,13,10,16
t7-2,curve_03,11,8,14
t7-2,curve_03,12,9,15
t7-2,curve_03,13,10,16
t7-2,curve_04,11,8,14
t7-2,curve_04,12,9,15
t7-2,curve_05,11,8,14
t7-2,curve_05,12,9,15
t7-2,curve_05,13,10,16
t7-2,curve_05,14,11,17
t7-2,curve_06,11,8,14
t7-2,curve_06,12,9,15
t7-2,curve_06,13,10,16
t7-2,curve_07,11,8,14
t7-2,curve_07,12,9,15
t7-2,curve_07,13,10,16
t7-2,curve_08,11,8,14
t7-2,curve_08,12,9,15
t7-2,curve_08,13,10,16
t7-2,curve_08,14,11,17
t7-2,curve_09,11,8,14
t7-2,curve_09,12,9,15
t7-2,curve_09,13,10,16
t7-2,curve_10,11,8,14
t7-2,curve_10,12,9,15
t7-2,curve_10,13,10,16
t7-2,curve_11,12,9,15
t7-2,curve_11,13,10,16
t7-2,curve_11,14,11,17
t7-2,curve_12,11,8,14
t7-2,curve_12,12,9,15
t7-2,curve_12,13,10,16
t7-2,curve_13,11,8,14
t7-2,curve_13,12,9,15
t7-2,curve_13,13,10,16
t7-2,curve_13,14,11,17
t7-2,curve_14,12,9,15
t7-2,curve_14,13,10,16
t7-2,curve_14,14,11,17
t7-2,curve_15,11,8,14
t7-2,curve_15,12,9,15
t7-2,curve_15,13,10,16
t7-2,curve_16,12,9,15
t7-2,curve_16,13,10,16
t7-2,curve_16,14,11,17
t7-2,curve_17,11,8,14
t7-2,curve_17,12,9,15
t7-2,curve_17,13,10,16
t7-2,curve_18,11,8,14
t7-2,curve_18,12,9,15
t7-2,curve_18,13,10,16
t7-2,curve_19,11,8,14
t7-2,curve_19,12,9,15
t7-2,curve_19,13,10,16
t7-2,curve_20,11,8,14
t7-2,curve_20,12,9,15
t7-2,curve_20,13,10,16
t7-2,curve_20,14,11,17
t7-2,curve_21,11,8,14
t7-2,curve_21,12,9,15
t7-2,curve_21,13,10,16
t7-2,curve_22,10,7,13
t7-2,curve_22,11,8,14
t7-2,curve_22,12,9,15
t7-2,curve_22,13,10,16
t7-2,curve_23,11,8,14
t7-2,curve_23,12,9,15
t7-2,curve_23,13,10,16
t7-2,curve_23,14,11,17
t7-2,curve_24,11,8,14
t7-2,curve_24,12,9,15
t7-2,curve_24,13,10,16
t7-2,curve_24,14,11,17
t7-2,curve_25,11,8,14
t7-2,curve_25,12,9,15
t7-2,curve_25,13,10,16
t7-2,curve_26,12,9,15
t7-2,curve_26,13,10,16
t7-2,curve_26,14,11,17
t7-2,curve_27,11,8,14
t7-2,curve_27,12,9,15
t7-2,curve_27,13,10,16
t7-2,curve_27,14,11,17
t7-2,curve_28,11,8,14
t7-2,curve_28,12,9,15
t7-2,curve_28,13,10,16
t7-2,curve_28,14,11,17
t7-2,curve_29,11,8,14
t7-2,curve_29,12,9,15
t7-2,curve_29,13,10,16
t7-2,curve_29,14,11,17
t7-2,curve_30,11,8,14
t7-2,curve_30,12,9,15
t7-2,curve_30,13,10,16
t7-2,curve_30,14,11,17
t7-2,curve_31,12,9,15
t7-2,curve_31,13,10,16
t7-2,curve_31,14,11,17
t7-2,curve_32,11,8,14
t7-2,curve_32,12,9,15
t7-2,curve_32,13,10,16
t7-2,curve_33,11,8,14
t7-2,curve_33,12,9,15
t7-2,curve_33,13,10,16
t7-2,curve_34,11,8,14
t7-2,curve_34,12,9,15
t7-2,curve_34,13,10,16
t7-2,curve_35,11,8,14
t7-2,curve_35,12,9,15
t7-2,curve_35,13,10,16
t7-2,curve_35,14,11,17
t7-2,curve_36,12,9,15
t7-2,curve_36,13,10,16
t7-2,curve_36,14,11,17
t7-2,curve_37,12,9,15
t7-2,curve_37,13,10,16
t7-2,curve_37,14,11,17
t7-2,curve_38,11,8,14
t7-2,curve_38,12,9,15
t7-2,curve_38,13,10,16
t7-2,curve_38,14,11,17
t7-2,curve_39,12,9,15
t7-2,curve_39,13,10,16
t7-2,curve_39,14,11,17
t7-2,curve_40,11,8,14
t7-2,curve_40,12,9,15
t7-2,curve_40,13,10,16
t7-2,curve_41,11,8,14
t7-2,curve_41,12,9,15
t7-2,curve_41,13,10,16
t7-2,curve_42,11,8,14
t7-2,curve_42,12,9,15
t7-2,curve_42,13,10,16
t7-2,curve_43,11,8,14
t7-2,curve_43,12,9,15
t7-2,curve_43,13,10,16
t7-2,curve_44,11,8,14
t7-2,curve_44,12,9,15
t7-2,curve_44,13,10,16
t7-2,curve_45,11,8,14
t7-2,curve_45,12,9,15
t7-2,curve_45,13,10,16
t7-2,curve_45,14,11,17
t7-2,curve_46,11,8,14
t7-2,curve_46,12,9,15
t7-2,curve_46,13,10,16
t7-2,curve_47,11,8,14
t7-2,curve_47,12,9,15
t7-2,curve_47,13,10,16
t7-2,curve_47,14,11,17
t7-2,curve_48,11,8,14
t7-2,curve_48,12,9,15
t7-2,curve_48,13,10,16
t7-2,curve_49,12,9,15
t7-2,curve_49,13,10,16
t7-2,curve_49,14,11,17
t7-2,curve_50,11,8,14
t7-2,curve_50,12,9,15
t7-2,curve_50,13,10,16
t7-2,curve_50,14,11,17
t7-2,curve_51,11,8,14
t7-2,curve_51,12,9,15
t7-2,curve_52,11,8,14
t7-2,curve_52,12,9,15
t7-2,curve_52,13,10,16
t7-2,curve_53,12,9,15
t7-2,curve_53,13,10,16
t7-2,curve_53,14,11,17
t7-2,curve_54,11,8,14
t7-2,curve_54,12,9,15
t7-2,curve_54,13,10,16
t7-2,curve_55,11,8,14
t7-2,curve_55,12,9,15
t7-2,curve_55,13,10,16
t7-2,curve_55,14,11,17
t7-2,curve_56,12,9,15
t7-2,curve_56,13,10,16
t7-2,curve_56,14,11,17
t7-2,curve_57,11,8,14
