10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.2899,1.7503,2.2102,2.6697,3.1292,3.5886,4.048,4.5074,4.9668,5.4262,5.8856
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.752,2.2124,2.6723,3.1323,3.5921,4.052,4.5118,4.9717,5.4315,5.8914
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7537,2.2146,2.675,3.1353,3.5956,4.056,4.5163,4.9766,5.4369,5.8971
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.2936,1.7554,2.2167,2.6776,3.1384,3.5992,4.0599,4.5207,4.9814,5.4422,5.9029
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7572,2.2189,2.6802,3.1415,3.6027,4.0639,4.5251,4.9863,5.4475,5.9087
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.2962,1.7589,2.2211,2.6828,3.1446,3.6062,4.0679,4.5296,4.9912,5.4529,5.9145
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7606,2.2233,2.6855,3.1477,3.6098,4.0719,4.534,4.9961,5.4582,5.9203
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7623,2.2255,2.6881,3.1508,3.6133,4.0759,4.5385,5.001,5.4636,5.9262
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3,1.7641,2.2276,2.6908,3.1539,3.6169,4.0799,4.5429,5.006,5.469,5.932
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.2298,2.6934,3.157,3.6205,4.0839,4.5474,5.0109,5.4744,5.9378
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3026,1.7676,2.232,2.6961,3.1601,3.624,4.088,4.5519,5.0158,5.4798,5.9437
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3039,1.7693,2.2342,2.6987,3.1632,3.6276,4.092,4.5564,5.0208,5.4852,5.9496
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.2365,2.7014,3.1663,3.6312,4.0961,4.5609,5.0258,5.4906,5.9554
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3064,1.7728,2.2387,2.7041,3.1695,3.6348,4.1001,4.5654,5.0307,5.496,5.9613
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.2409,2.7068,3.1726,3.6384,4.1042,4.5699,5.0357,5.5015,5.9672
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7763,2.2431,2.7094,3.1758,3.642,4.1082,4.5745,5.0407,5.5069,5.9732
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3103,1.7781,2.2453,2.7121,3.1789,3.6456,4.1123,4.579,5.0457,5.5124,5.9791
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.7148,3.1821,3.6492,4.1164,4.5836,5.0507,5.5179,5.985
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3129,1.7816,2.2498,2.7175,3.1852,3.6529,4.1205,4.5881,5.0557,5.5234,5.991
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7834,2.252,2.7202,3.1884,3.6565,4.1246,4.5927,5.0608,5.5289,5.997
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.2543,2.7229,3.1916,3.6601,4.1287,4.5973,5.0658,5.5344,6.0029
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.5025,1.3169,1.7869,2.2565,2.7257,3.1948,3.6638,4.1328,4.6018,5.0709,5.5399,6.0089
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.7284,3.1979,3.6674,4.137,4.6064,5.0759,5.5454,6.0149
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3195,1.7905,2.261,2.7311,3.2011,3.6711,4.1411,4.611,5.081,5.551,6.0209
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3208,1.7923,2.2633,2.7338,3.2043,3.6748,4.1452,4.6157,5.0861,5.5565,6.027
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.2076,3.6785,4.1494,4.6203,5.0912,5.5621,6.033
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.4022,1.3235,1.7959,2.2678,2.7393,3.2108,3.6822,4.1535,4.6249,5.0963,5.5677,6.039
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7977,2.2701,2.7421,3.214,3.6859,4.1577,4.6296,5.1014,5.5732,6.0451
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.2576,1.7995,2.2724,2.7448,3.2172,3.6896,4.1619,4.6342,5.1065,5.5788,6.0512
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.2275,1.3275,1.8013,2.2747,2.7476,3.2205,3.6933,4.1661,4.6389,5.1117,5.5845,6.0573
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.8234,6.4703,10.0,10.0,10.0,10.0,10.0,3.2237,3.697,4.1703,4.6435,5.1168,5.5901,6.0633
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3301,1.805,2.2793,2.7531,3.2269,3.7007,4.1745,4.6482,5.122,5.5957,6.0695
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3315,1.8068,2.2816,2.7559,3.2302,3.7044,4.1787,4.6529,5.1271,5.6014,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.7587,3.2335,3.7082,4.1829,4.6576,5.1323,5.607,6.0817
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.7868,0.8553,1.3342,1.8104,2.2862,2.7615,3.2367,3.7119,4.1871,4.6623,5.1375,5.6127,6.0879
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.2885,2.7643,3.24,3.7157,4.1914,4.667,5.1427,5.6184,6.094
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0467,6.0467,6.0467,6.0467,1.8141,2.2908,2.7671,3.2433,3.7194,4.1956,4.6717,5.1479,5.624,6.0467
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3382,1.8159,2.2931,2.7699,3.2466,3.7232,4.1999,4.6765,5.1531,5.6297,6.1064
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.9785,5.0101,5.0435,5.6037,6.2349,6.9335,7.6562,8.3831,10.0,10.0,10.0,4.2041,4.6812,5.1583,5.6355,6.1126
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.9955,1.3409,1.8196,2.2978,2.7755,3.2532,3.7308,4.2084,4.686,5.1636,5.6412,6.1188
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.8215,2.3001,2.7783,3.2565,3.7346,4.2127,4.6907,10.0,10.0,10.0
