10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8864,1.3247,1.7627,2.1909,2.6192,3.0467,3.4739,3.9012,4.3284,4.7556,5.1827,5.6099,6.0371
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8873,1.326,1.7644,2.1931,2.6217,3.0496,3.4773,3.905,4.3326,4.7602,5.1878,5.6154,6.043
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8882,1.3273,1.7661,2.1952,2.6243,3.0526,3.4807,3.9088,4.3368,4.7649,5.1929,5.6209,6.0489
8.066,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8891,1.3286,1.7679,2.1974,2.6269,3.0556,3.4842,3.9126,4.3411,4.7695,5.198,5.6264,6.0548
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.2104,7.3254,0.8899,1.3299,1.7696,2.1995,2.6295,3.0586,3.4876,3.9165,4.3453,4.7742,5.2031,5.6319,4.3712
4.6422,6.0696,7.4512,8.7744,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8908,1.3312,1.7713,2.2017,2.632,3.0616,3.491,3.9203,4.3496,4.7789,5.2082,5.6375,6.0667
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8917,1.3325,1.7731,2.2039,2.6346,3.0646,3.4944,3.9242,4.3539,4.7836,5.2133,5.643,6.0727
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8926,1.3338,1.7748,2.206,2.6372,3.0676,3.4979,3.928,4.3582,4.7883,5.2184,5.6485,6.0787
3.3567,4.3889,5.3879,6.3447,7.3001,8.2517,9.2033,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8934,1.3351,1.7766,2.2082,2.6398,3.0707,3.5013,3.9319,4.3625,4.793,5.2236,5.6541,6.0847
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9753,8.3075,6.7613,0.6012,0.8943,1.3365,1.7783,2.2104,2.6424,3.0737,3.5048,3.9358,4.3668,4.7977,5.2287,5.2801,3.2089
6.6965,8.7556,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8952,1.3378,1.7801,2.2125,2.645,3.0767,3.5082,3.9397,4.3711,4.8025,5.2339,5.6653,6.0967
9.0641,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8961,1.3391,1.7818,2.2147,2.6476,3.0798,3.5117,3.9436,4.3754,4.8072,5.239,5.6709,6.1027
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.2975,7.743,6.3019,0.5603,0.897,1.3404,1.7836,2.2169,2.6503,3.0828,3.5152,3.9475,4.3797,4.812,5.2442,4.9213,2.9908
2.5648,3.3535,4.1168,4.8478,5.5779,6.305,7.032,7.7587,8.4854,9.221,9.9585,10.0,10.0,10.0,10.0,10.0,1.3417,1.7854,2.2191,2.6529,3.0859,3.5186,3.9514,4.3841,4.8167,5.2494,5.6821,6.1148
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.8067,7.0043,0.8987,1.3431,1.7871,2.2213,2.6555,3.0889,3.5221,3.9553,4.3884,4.8215,5.2546,5.6877,4.1796
9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,9.308,0.8996,1.3444,1.7889,2.2235,2.6581,3.092,3.5256,3.9592,4.3927,4.8263,5.2598,5.6934,6.1269
2.9654,3.8773,4.7598,5.6051,6.4491,7.2898,8.1304,8.9707,9.8109,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3457,1.7907,2.2257,2.6608,3.095,3.5291,3.9631,4.3971,4.8311,5.265,5.699,6.133
10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.6428,9.0183,8.3861,7.7523,6.8129,5.6737,4.6178,0.433,0.9014,1.3471,1.7925,2.2279,2.6634,3.0981,3.5326,3.9671,4.4015,4.8359,5.0207,3.6062,2.1916
